clearance_share,config_id,controller,d_delay_se,d_delay_vs_default,d_maxwait_se,d_maxwait_vs_default,is_default,max_norm_wait,ped_mean_wait_s,person_delay_s,phase_switches,runs,starvation_violations,veh_mean_wait_s,worst_scenario_max_norm_wait,p:controller.debt_eta,p:controller.debt_kappa,p:controller.delta,p:controller.horizon_s,p:controller.switch_cost,p:signal.fixed_cycle_s,p:signal.fixed_timing,p:signal.service_duration_s
0.20277777777777778,efpb__021,efpb,0.3095480237057838,0.6891038652072543,0.09331223433678498,-0.060500000000000005,False,0.809,25.917769708702597,18.894036676619162,76.025,40,11.875,17.57504033593428,1.778,2,4,0.05,30,,,,35
0.20272222222222222,efpb__022,efpb,0.3450915865199602,0.6674130081108545,0.08501198067904522,-0.041749999999999995,False,0.82775,27.639444328981547,18.872345819522764,75.65,40,14.6,17.082120383435456,1.938,1,2,0,30,,,,25
0.20080555555555557,efpb__023,efpb,1.9849930569570193,4.273753662500984,0.24321953784542796,0.37599999999999995,False,1.2455,54.45994659231726,22.47868647391289,79.675,40,29.925,14.066979059201909,7.172,1,4,0,90,,,,35
0.19894444444444445,efpb__024,efpb,1.9618099258998825,4.932684003117393,0.24846861420225638,0.39575,False,1.26525,47.70528381782599,23.1376168145293,79.55,40,37.65,16.840505225607902,4.968,1.0,0,0.1,90,,,,25
0.1991111111111111,efpb__025,efpb,0.4152823320344733,-0.15512977527027866,0.08441783100925829,-0.026250000000000002,False,0.84325,24.63905930009081,18.04980303614163,75.375,40,10.5,16.80150823954611,1.95,1.0,0,0.1,30,,,,15
0.20425000000000001,efpb__026,efpb,0.032872455026554726,0.02880891731959685,0.0002500000000000002,-0.0002500000000000002,False,0.8692500000000001,36.13265601530347,18.233741728731506,77.25,40,22.475,13.925483368029052,3.326,1,4,0.05,60,,,,25
0.20347222222222222,efpb__027,efpb,0.048128056448389744,0.07600654848831505,0.004955571844670635,0.006500000000000003,False,0.876,36.139035246822495,18.280939359900223,77.275,40,22.475,13.968740204811624,3.326,2,2,0.05,60,,,,25
0.2001388888888889,efpb__028,efpb,0.41238503689726524,-0.2378920472516953,0.08402341515834616,-0.03975,False,0.82975,24.963485914390944,17.967040764160213,75.2,40,10.5,16.658100544079193,1.95,2,4,0,30,,,,15
0.19922222222222222,efpb__029,efpb,0.3573718181247337,-0.6196088677097602,0.07957449944258815,-0.17075,False,0.69875,22.999256331195625,17.58532394370215,77.2,40,19.5,16.557752539787213,1.906,2,4,0.05,60,,,,15
0.20122222222222222,equal_bargaining__000,equal_bargaining,1.2512080936632102,2.4178387555694685,0.25286973437741134,0.557,False,1.548,63.8342823655176,23.661407483911578,76.675,40,30.7,13.175384345168895,7.994,,,,30,,,,15
