config_id,controller,scenario_id,seed,person_delay_s,max_norm_wait,starvation_violations,ped_mean_wait_s,veh_mean_wait_s,phase_switches,clearance_share
efpb__000,efpb,K_HH_burst,301,14.393413280830499,0.53,0.0,24.80952380952381,11.982808022922637,75.0,0.2088888888888889
efpb__001,efpb,K_HH_burst,301,15.514050474315376,0.81,0.0,28.82857142857143,12.432664756446991,74.0,0.21
efpb__002,efpb,K_HH_burst,301,14.876499015571863,0.81,0.0,27.714285714285715,11.9054441260745,74.0,0.20555555555555555
efpb__003,efpb,K_HH_burst,301,14.893323787363524,0.81,0.0,27.580952380952382,11.95702005730659,74.0,0.20555555555555555
efpb__004,efpb,K_HH_burst,301,14.426883837479863,0.53,0.0,23.142857142857142,12.40974212034384,75.0,0.2088888888888889
efpb__005,efpb,K_HH_burst,301,14.343475926257382,0.53,0.0,23.34285714285714,12.260744985673352,75.0,0.20444444444444446
efpb__006,efpb,K_HH_burst,301,13.139788795417935,0.38,0.0,13.780952380952382,12.991404011461318,79.0,0.2
efpb__007,efpb,K_HH_burst,301,14.426883837479863,0.53,0.0,23.142857142857142,12.40974212034384,75.0,0.2088888888888889
efpb__008,efpb,K_HH_burst,301,14.665294433506352,0.66,0.0,18.295238095238094,13.825214899713467,78.0,0.2011111111111111
efpb__009,efpb,K_HH_burst,301,14.665294433506352,0.66,0.0,18.295238095238094,13.825214899713467,78.0,0.2011111111111111
efpb__010,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__011,efpb,K_HH_burst,301,14.665294433506352,0.66,0.0,18.295238095238094,13.825214899713467,78.0,0.2011111111111111
efpb__012,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__013,efpb,K_HH_burst,301,14.343475926257382,0.53,0.0,23.34285714285714,12.260744985673352,75.0,0.20444444444444446
efpb__014,efpb,K_HH_burst,301,13.139788795417935,0.38,0.0,13.780952380952382,12.991404011461318,79.0,0.2
efpb__015,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__016,efpb,K_HH_burst,301,14.368534097010917,0.53,0.0,23.476190476190474,12.260744985673352,75.0,0.2088888888888889
efpb__017,efpb,K_HH_burst,301,14.665294433506352,0.66,0.0,18.295238095238094,13.825214899713467,78.0,0.2011111111111111
efpb__018,efpb,K_HH_burst,301,14.665294433506352,0.66,0.0,18.295238095238094,13.825214899713467,78.0,0.2011111111111111
efpb__019,efpb,K_HH_burst,301,15.514050474315376,0.81,0.0,28.82857142857143,12.432664756446991,74.0,0.21
efpb__020,efpb,K_HH_burst,301,15.48899230356184,0.81,0.0,28.695238095238096,12.432664756446991,74.0,0.20555555555555555
efpb__021,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__022,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__023,efpb,K_HH_burst,301,13.139788795417935,0.38,0.0,13.780952380952382,12.991404011461318,79.0,0.2
efpb__024,efpb,K_HH_burst,301,13.139788795417935,0.38,0.0,13.780952380952382,12.991404011461318,79.0,0.2
efpb__025,efpb,K_HH_burst,301,14.893323787363524,0.81,0.0,27.580952380952382,11.95702005730659,74.0,0.20555555555555555
efpb__026,efpb,K_HH_burst,301,14.393413280830499,0.53,0.0,24.80952380952381,11.982808022922637,75.0,0.2088888888888889
efpb__027,efpb,K_HH_burst,301,14.368355110076964,0.53,0.0,24.676190476190477,11.982808022922637,75.0,0.20444444444444446
efpb__028,efpb,K_HH_burst,301,14.901557186325396,0.81,0.0,27.847619047619048,11.9054441260745,74.0,0.21
efpb__029,efpb,K_HH_burst,301,14.393413280830499,0.53,0.0,24.80952380952381,11.982808022922637,75.0,0.2088888888888889
efpb__000,efpb,K_HH_burst,302,14.035055687420119,0.54,0.0,22.149532710280372,12.064896755162241,75.0,0.2011111111111111
efpb__001,efpb,K_HH_burst,302,14.90250136936279,0.73,0.0,24.074766355140188,12.67551622418879,74.0,0.20777777777777778
efpb__002,efpb,K_HH_burst,302,15.150264743472702,0.87,0.0,28.514018691588785,11.905604719764012,73.0,0.2088888888888889
efpb__003,efpb,K_HH_burst,302,14.922037611831293,0.87,0.0,24.429906542056074,12.613569321533923,75.0,0.21222222222222223
efpb__004,efpb,K_HH_burst,302,14.364798247215626,0.54,0.0,20.16822429906542,12.955752212389381,75.0,0.2011111111111111
efpb__005,efpb,K_HH_burst,302,14.020814314405696,0.54,0.0,21.542056074766354,12.194690265486726,75.0,0.19666666666666666
efpb__006,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__007,efpb,K_HH_burst,302,14.364798247215626,0.54,0.0,20.16822429906542,12.955752212389381,75.0,0.2011111111111111
efpb__008,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__009,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__010,efpb,K_HH_burst,302,14.252693080153367,0.54,0.0,21.27102803738318,12.548672566371682,75.0,0.20666666666666667
efpb__011,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__012,efpb,K_HH_burst,302,14.252693080153367,0.54,0.0,21.27102803738318,12.548672566371682,75.0,0.20666666666666667
efpb__013,efpb,K_HH_burst,302,14.020814314405696,0.54,0.0,21.542056074766354,12.194690265486726,75.0,0.19666666666666666
efpb__014,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__015,efpb,K_HH_burst,302,15.150264743472702,0.87,0.0,28.514018691588785,11.905604719764012,73.0,0.2088888888888889
efpb__016,efpb,K_HH_burst,302,14.020814314405696,0.54,0.0,21.542056074766354,12.194690265486726,75.0,0.19666666666666666
efpb__017,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__018,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__019,efpb,K_HH_burst,302,14.90250136936279,0.73,0.0,24.074766355140188,12.67551622418879,74.0,0.20777777777777778
efpb__020,efpb,K_HH_burst,302,15.18805915647252,0.73,0.0,26.046728971962615,12.551622418879056,74.0,0.20222222222222222
efpb__021,efpb,K_HH_burst,302,14.922037611831293,0.87,0.0,24.429906542056074,12.613569321533923,75.0,0.21222222222222223
efpb__022,efpb,K_HH_burst,302,15.150264743472702,0.87,0.0,28.514018691588785,11.905604719764012,73.0,0.2088888888888889
efpb__023,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__024,efpb,K_HH_burst,302,14.464853021727222,0.43,0.0,12.83177570093458,14.861356932153392,77.0,0.18333333333333332
efpb__025,efpb,K_HH_burst,302,14.439109001278071,0.54,0.0,21.53271028037383,12.716814159292035,75.0,0.20666666666666667
efpb__026,efpb,K_HH_burst,302,14.035055687420119,0.54,0.0,22.149532710280372,12.064896755162241,75.0,0.2011111111111111
efpb__027,efpb,K_HH_burst,302,14.020814314405696,0.54,0.0,21.542056074766354,12.194690265486726,75.0,0.19666666666666666
efpb__028,efpb,K_HH_burst,302,15.150264743472702,0.87,0.0,28.514018691588785,11.905604719764012,73.0,0.2088888888888889
efpb__029,efpb,K_HH_burst,302,14.020814314405696,0.54,0.0,21.542056074766354,12.194690265486726,75.0,0.19666666666666666
efpb__000,efpb,K_HH_burst,303,13.101419878296145,0.54,0.0,16.181818181818183,12.30939226519337,78.0,0.20555555555555555
efpb__001,efpb,K_HH_burst,303,13.107336037863423,0.45,0.0,14.330578512396695,12.792817679558011,78.0,0.2011111111111111
efpb__002,efpb,K_HH_burst,303,14.02231237322515,0.87,0.0,22.33884297520661,11.883977900552486,77.0,0.21222222222222223
efpb__003,efpb,K_HH_burst,303,14.02231237322515,0.87,0.0,22.33884297520661,11.883977900552486,77.0,0.21222222222222223
efpb__004,efpb,K_HH_burst,303,13.086883029073698,0.45,0.0,14.198347107438016,12.80110497237569,78.0,0.2011111111111111
efpb__005,efpb,K_HH_burst,303,13.637762001352264,0.56,0.0,15.785123966942148,13.085635359116022,78.0,0.2011111111111111
efpb__006,efpb,K_HH_burst,303,13.885564570655848,0.36,0.0,14.933884297520661,13.616022099447514,81.0,0.19444444444444445
efpb__007,efpb,K_HH_burst,303,13.107336037863423,0.45,0.0,14.330578512396695,12.792817679558011,78.0,0.2011111111111111
efpb__008,efpb,K_HH_burst,303,14.155679513184584,0.72,0.0,17.15702479338843,13.383977900552486,81.0,0.19777777777777777
efpb__009,efpb,K_HH_burst,303,14.155679513184584,0.72,0.0,17.15702479338843,13.383977900552486,81.0,0.19777777777777777
efpb__010,efpb,K_HH_burst,303,14.25287356321839,0.87,0.0,22.09090909090909,12.237569060773481,77.0,0.20777777777777778
efpb__011,efpb,K_HH_burst,303,14.155679513184584,0.72,0.0,17.15702479338843,13.383977900552486,81.0,0.19777777777777777
efpb__012,efpb,K_HH_burst,303,14.23242055442867,0.87,0.0,21.958677685950413,12.24585635359116,77.0,0.20777777777777778
efpb__013,efpb,K_HH_burst,303,13.637762001352264,0.56,0.0,15.785123966942148,13.085635359116022,78.0,0.2011111111111111
efpb__014,efpb,K_HH_burst,303,13.885564570655848,0.36,0.0,14.933884297520661,13.616022099447514,81.0,0.19444444444444445
efpb__015,efpb,K_HH_burst,303,14.120013522650442,0.87,0.0,22.644628099173552,11.92817679558011,77.0,0.21333333333333335
efpb__016,efpb,K_HH_burst,303,13.637762001352264,0.56,0.0,15.785123966942148,13.085635359116022,78.0,0.2011111111111111
efpb__017,efpb,K_HH_burst,303,14.155679513184584,0.72,0.0,17.15702479338843,13.383977900552486,81.0,0.19777777777777777
efpb__018,efpb,K_HH_burst,303,14.155679513184584,0.72,0.0,17.15702479338843,13.383977900552486,81.0,0.19777777777777777
efpb__019,efpb,K_HH_burst,303,13.086883029073698,0.45,0.0,14.198347107438016,12.80110497237569,78.0,0.2011111111111111
efpb__020,efpb,K_HH_burst,303,13.637762001352264,0.56,0.0,15.785123966942148,13.085635359116022,78.0,0.2011111111111111
efpb__021,efpb,K_HH_burst,303,14.108012170385393,0.87,0.0,22.553719008264462,11.93646408839779,77.0,0.21222222222222223
efpb__022,efpb,K_HH_burst,303,14.108012170385393,0.87,0.0,22.553719008264462,11.93646408839779,77.0,0.21222222222222223
efpb__023,efpb,K_HH_burst,303,13.885564570655848,0.36,0.0,14.933884297520661,13.616022099447514,81.0,0.19444444444444445
efpb__024,efpb,K_HH_burst,303,13.885564570655848,0.36,0.0,14.933884297520661,13.616022099447514,81.0,0.19444444444444445
efpb__025,efpb,K_HH_burst,303,14.146720757268426,0.87,0.0,21.74380165289256,12.193370165745856,77.0,0.20777777777777778
efpb__026,efpb,K_HH_burst,303,13.11342123056119,0.54,0.0,16.272727272727273,12.30110497237569,78.0,0.20666666666666667
efpb__027,efpb,K_HH_burst,303,13.513353617308994,0.56,0.0,16.380165289256198,12.776243093922652,78.0,0.20555555555555555
efpb__028,efpb,K_HH_burst,303,14.108012170385393,0.87,0.0,22.553719008264462,11.93646408839779,77.0,0.21222222222222223
efpb__029,efpb,K_HH_burst,303,13.513353617308994,0.56,0.0,16.380165289256198,12.776243093922652,78.0,0.20555555555555555
efpb__000,efpb,K_HH_burst,304,16.073678774315717,0.57,0.0,26.83606557377049,13.212464589235127,73.0,0.20777777777777778
efpb__001,efpb,K_HH_burst,304,15.292477190566363,0.77,0.0,23.28688524590164,13.167138810198301,75.0,0.20444444444444446
efpb__002,efpb,K_HH_burst,304,15.924083318987774,0.77,0.0,29.24590163934426,12.38243626062323,73.0,0.20666666666666667
efpb__003,efpb,K_HH_burst,304,16.84592873127905,0.77,0.0,32.622950819672134,12.65155807365439,72.0,0.21222222222222223
efpb__004,efpb,K_HH_burst,304,15.387846445171283,0.54,0.0,21.950819672131146,13.643059490084985,75.0,0.20555555555555555
efpb__005,efpb,K_HH_burst,304,15.596316061284215,0.54,0.0,24.040983606557376,13.351274787535411,74.0,0.20555555555555555
efpb__006,efpb,K_HH_burst,304,13.511103460148044,0.38,0.0,14.336065573770492,13.291784702549576,76.0,0.18666666666666668
efpb__007,efpb,K_HH_burst,304,15.387846445171283,0.54,0.0,21.950819672131146,13.643059490084985,75.0,0.20555555555555555
efpb__008,efpb,K_HH_burst,304,13.66930624892408,0.45,0.0,13.991803278688524,13.58356940509915,74.0,0.17777777777777778
efpb__009,efpb,K_HH_burst,304,13.66930624892408,0.45,0.0,13.991803278688524,13.58356940509915,74.0,0.17777777777777778
efpb__010,efpb,K_HH_burst,304,15.586331554484419,0.77,0.0,25.868852459016395,12.852691218130312,74.0,0.20555555555555555
efpb__011,efpb,K_HH_burst,304,13.66930624892408,0.45,0.0,13.991803278688524,13.58356940509915,74.0,0.17777777777777778
efpb__012,efpb,K_HH_burst,304,15.586331554484419,0.77,0.0,25.868852459016395,12.852691218130312,74.0,0.20555555555555555
efpb__013,efpb,K_HH_burst,304,15.596316061284215,0.54,0.0,24.040983606557376,13.351274787535411,74.0,0.20555555555555555
efpb__014,efpb,K_HH_burst,304,13.511103460148044,0.38,0.0,14.336065573770492,13.291784702549576,76.0,0.18666666666666668
efpb__015,efpb,K_HH_burst,304,16.01704252022723,0.77,0.0,29.688524590163933,12.38243626062323,73.0,0.20666666666666667
efpb__016,efpb,K_HH_burst,304,15.68927526252367,0.54,0.0,24.483606557377048,13.351274787535411,74.0,0.20555555555555555
efpb__017,efpb,K_HH_burst,304,13.66930624892408,0.45,0.0,13.991803278688524,13.58356940509915,74.0,0.17777777777777778
efpb__018,efpb,K_HH_burst,304,13.66930624892408,0.45,0.0,13.991803278688524,13.58356940509915,74.0,0.17777777777777778
efpb__019,efpb,K_HH_burst,304,15.292477190566363,0.77,0.0,23.28688524590164,13.167138810198301,75.0,0.20444444444444446
efpb__020,efpb,K_HH_burst,304,15.199517989326907,0.77,0.0,22.84426229508197,13.167138810198301,75.0,0.20444444444444446
efpb__021,efpb,K_HH_burst,304,16.01704252022723,0.77,0.0,29.688524590163933,12.38243626062323,73.0,0.20666666666666667
efpb__022,efpb,K_HH_burst,304,16.01704252022723,0.77,0.0,29.688524590163933,12.38243626062323,73.0,0.20666666666666667
efpb__023,efpb,K_HH_burst,304,13.511103460148044,0.38,0.0,14.336065573770492,13.291784702549576,76.0,0.18666666666666668
efpb__024,efpb,K_HH_burst,304,13.511103460148044,0.38,0.0,14.336065573770492,13.291784702549576,76.0,0.18666666666666668
efpb__025,efpb,K_HH_burst,304,16.33189877775865,0.77,0.0,29.131147540983605,12.929178470254957,74.0,0.21
efpb__026,efpb,K_HH_burst,304,16.073678774315717,0.57,0.0,26.83606557377049,13.212464589235127,73.0,0.20777777777777778
efpb__027,efpb,K_HH_burst,304,15.988294026510582,0.57,0.0,26.34426229508197,13.23512747875354,73.0,0.20666666666666667
efpb__028,efpb,K_HH_burst,304,16.01704252022723,0.77,0.0,29.688524590163933,12.38243626062323,73.0,0.20666666666666667
efpb__029,efpb,K_HH_burst,304,16.08125322775004,0.57,0.0,26.78688524590164,13.23512747875354,73.0,0.20666666666666667
efpb__000,efpb,K_HH_burst,305,13.886866059817947,0.54,0.0,19.61111111111111,12.450151057401813,74.0,0.21
efpb__001,efpb,K_HH_burst,305,13.085639977707599,0.48,0.0,17.916666666666668,11.873111782477341,75.0,0.20333333333333334
efpb__002,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__003,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__004,efpb,K_HH_burst,305,13.085639977707599,0.48,0.0,17.916666666666668,11.873111782477341,75.0,0.20333333333333334
efpb__005,efpb,K_HH_burst,305,13.647222738250047,0.54,0.0,17.574074074074073,12.661631419939576,75.0,0.20333333333333334
efpb__006,efpb,K_HH_burst,305,14.047185584246705,0.41,0.0,14.981481481481481,13.812688821752266,79.0,0.19555555555555557
efpb__007,efpb,K_HH_burst,305,13.085639977707599,0.48,0.0,17.916666666666668,11.873111782477341,75.0,0.20333333333333334
efpb__008,efpb,K_HH_burst,305,15.277354634961917,0.99,0.0,25.63888888888889,12.676737160120846,78.0,0.2088888888888889
efpb__009,efpb,K_HH_burst,305,15.277354634961917,0.99,0.0,25.63888888888889,12.676737160120846,78.0,0.2088888888888889
efpb__010,efpb,K_HH_burst,305,13.103659669329371,0.48,0.0,18.37962962962963,11.779456193353475,75.0,0.20333333333333334
efpb__011,efpb,K_HH_burst,305,15.277354634961917,0.99,0.0,25.63888888888889,12.676737160120846,78.0,0.2088888888888889
efpb__012,efpb,K_HH_burst,305,13.103659669329371,0.48,0.0,18.37962962962963,11.779456193353475,75.0,0.20333333333333334
efpb__013,efpb,K_HH_burst,305,13.647222738250047,0.54,0.0,17.574074074074073,12.661631419939576,75.0,0.20333333333333334
efpb__014,efpb,K_HH_burst,305,13.701096043098644,0.39,0.0,14.351851851851851,13.537764350453172,78.0,0.19111111111111112
efpb__015,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__016,efpb,K_HH_burst,305,13.647222738250047,0.54,0.0,17.574074074074073,12.661631419939576,75.0,0.20333333333333334
efpb__017,efpb,K_HH_burst,305,15.277354634961917,0.99,0.0,25.63888888888889,12.676737160120846,78.0,0.2088888888888889
efpb__018,efpb,K_HH_burst,305,15.277354634961917,0.99,0.0,25.63888888888889,12.676737160120846,78.0,0.2088888888888889
efpb__019,efpb,K_HH_burst,305,13.085639977707599,0.48,0.0,17.916666666666668,11.873111782477341,75.0,0.20333333333333334
efpb__020,efpb,K_HH_burst,305,14.274010774660972,0.68,0.0,22.046296296296298,12.323262839879154,75.0,0.2088888888888889
efpb__021,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__022,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__023,efpb,K_HH_burst,305,14.047185584246705,0.41,0.0,14.981481481481481,13.812688821752266,79.0,0.19555555555555557
efpb__024,efpb,K_HH_burst,305,14.047185584246705,0.41,0.0,14.981481481481481,13.812688821752266,79.0,0.19555555555555557
efpb__025,efpb,K_HH_burst,305,14.292030466282744,0.68,0.0,22.50925925925926,12.229607250755286,75.0,0.2088888888888889
efpb__026,efpb,K_HH_burst,305,13.886866059817947,0.54,0.0,19.61111111111111,12.450151057401813,74.0,0.21
efpb__027,efpb,K_HH_burst,305,13.886866059817947,0.54,0.0,19.61111111111111,12.450151057401813,74.0,0.21
efpb__028,efpb,K_HH_burst,305,14.315809028422816,0.67,0.0,23.75925925925926,11.945619335347432,75.0,0.21444444444444444
efpb__029,efpb,K_HH_burst,305,13.886866059817947,0.54,0.0,19.61111111111111,12.450151057401813,74.0,0.21
equal_bargaining__000,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__001,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__002,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__003,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__004,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__005,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__006,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__007,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__008,equal_bargaining,K_HH_burst,301,13.553248612851261,0.52,0.0,18.20952380952381,12.475644699140402,76.0,0.1922222222222222
equal_bargaining__000,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__001,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__002,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__003,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__004,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__005,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__006,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__007,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__008,equal_bargaining,K_HH_burst,302,15.033595033777617,0.6,0.0,22.0,13.342182890855458,75.0,0.19777777777777777
equal_bargaining__000,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__001,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__002,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__003,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__004,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__005,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__006,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__007,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__008,equal_bargaining,K_HH_burst,303,14.267748478701824,0.67,0.0,17.479338842975206,13.441988950276244,80.0,0.19777777777777777
equal_bargaining__000,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__001,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__002,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__003,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__004,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__005,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__006,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__007,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__008,equal_bargaining,K_HH_burst,304,15.201583749354448,0.77,0.0,20.040983606557376,13.91501416430595,76.0,0.19333333333333333
equal_bargaining__000,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__001,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__002,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__003,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__004,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__005,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__006,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__007,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
equal_bargaining__008,equal_bargaining,K_HH_burst,305,13.61229797510682,0.54,0.0,14.703703703703704,13.338368580060424,75.0,0.19777777777777777
fixed_time__000,fixed_time,K_HH_burst,301,16.425630928942187,0.48,0.0,19.18095238095238,15.787965616045845,68.0,0.15555555555555556
fixed_time__001,fixed_time,K_HH_burst,301,16.41775550384822,0.58,0.0,21.34285714285714,15.277936962750717,61.0,0.14
fixed_time__002,fixed_time,K_HH_burst,301,18.99588330051906,0.75,0.0,26.914285714285715,17.163323782234958,50.0,0.11666666666666667
fixed_time__003,fixed_time,K_HH_burst,301,21.746733488455344,0.63,0.0,29.38095238095238,19.979942693409743,40.0,0.09333333333333334
fixed_time__004,fixed_time,K_HH_burst,301,25.00590656882047,0.73,0.0,34.180952380952384,22.882521489971346,34.0,0.07777777777777778
fixed_time__005,fixed_time,K_HH_burst,301,29.809378915339177,0.96,0.0,41.42857142857143,27.120343839541547,25.0,0.057777777777777775
fixed_time__006,fixed_time,K_HH_burst,301,14.31107929121174,0.48,0.0,12.114285714285714,14.819484240687679,82.0,0.18666666666666668
fixed_time__007,fixed_time,K_HH_burst,301,16.80902094147127,0.42,0.0,14.238095238095237,17.404011461318053,76.0,0.17444444444444446
fixed_time__008,fixed_time,K_HH_burst,301,17.83049937354573,0.54,0.0,13.0,18.94842406876791,68.0,0.15555555555555556
fixed_time__009,fixed_time,K_HH_burst,301,16.73348845534276,0.51,0.0,13.39047619047619,17.507163323782233,61.0,0.14
fixed_time__010,fixed_time,K_HH_burst,301,20.64506890996957,0.51,0.0,16.276190476190475,21.65616045845272,50.0,0.11666666666666667
fixed_time__011,fixed_time,K_HH_burst,301,24.22355468050832,0.55,0.0,23.295238095238094,24.43839541547278,40.0,0.09333333333333334
fixed_time__012,fixed_time,K_HH_burst,301,26.24682298192232,0.65,0.0,24.057142857142857,26.75358166189112,33.0,0.07777777777777778
fixed_time__013,fixed_time,K_HH_burst,301,32.971720064435296,0.85,0.0,38.371428571428574,31.722063037249285,25.0,0.057777777777777775
