all_red_s,backend,clearance_steps,controller,experiment_id,jain,mean_wait_disparity,ped_max_wait_s,ped_mean_wait_s,ped_p95_wait_s,ped_service_ratio,ped_throughput_h,phase_switches,requested_p,requested_v,run_id,safety_violations,scenario_id,seed,served_p,served_v,starvation_violations,tail_wait_disparity,veh_max_wait_s,veh_mean_wait_s,veh_p95_wait_s,veh_service_ratio,veh_throughput_h,wall_time_s,yellow_s
1,surrogate,682,equal_bargaining,confirmatory_core,0.9999888692402396,0.02488408840322208,42.0,11.907284768211921,26.0,0.9912472647702407,453.0,335,457,945,confirmatory_core__C_HM__equal_bargaining__1010,0,C_HM,1010,453,943,0,0.010000000000000009,39.0,9.418875927889713,25.0,0.9978835978835979,943.0,40.16133279800033,3
1,surrogate,665,equal_bargaining,confirmatory_core,0.9999931711025273,0.012824468658970772,29.0,10.655913978494624,25.0,0.9914712153518124,465.0,338,469,900,confirmatory_core__C_HM__equal_bargaining__1011,0,C_HM,1011,465,897,0,0.0,41.0,9.373467112597547,25.0,0.9966666666666667,897.0,39.62215292300061,3
1,surrogate,686,equal_bargaining,confirmatory_core,0.9999997419144276,0.021150620340491838,35.0,11.295983086680762,25.0,0.9978902953586498,473.0,336,474,913,confirmatory_core__C_HM__equal_bargaining__1012,0,C_HM,1012,473,912,0,0.010000000000000009,44.0,9.180921052631579,26.0,0.9989047097480832,912.0,39.30910183499964,3
1,surrogate,664,equal_bargaining,confirmatory_core,0.999999697106458,0.012228308959952819,51.0,10.481641468682506,25.0,1.0,463.0,334,463,909,confirmatory_core__C_HM__equal_bargaining__1013,0,C_HM,1013,463,908,0,0.0,41.0,9.258810572687224,25.0,0.9988998899889989,908.0,40.10332507999965,3
1,surrogate,679,equal_bargaining,confirmatory_core,0.9999927347757226,0.00949804287045665,40.0,10.810344827586206,26.0,1.0,464.0,335,464,930,confirmatory_core__C_HM__equal_bargaining__1014,0,C_HM,1014,464,925,0,0.0,40.0,9.86054054054054,26.0,0.9946236559139785,925.0,40.771151691999876,3
1,surrogate,686,equal_bargaining,confirmatory_core,0.9999952946047939,0.018495995423340975,35.0,10.926773455377575,25.0,1.0,437.0,334,437,924,confirmatory_core__C_HM__equal_bargaining__1015,0,C_HM,1015,437,920,0,0.0,42.0,9.077173913043477,25.0,0.9956709956709957,920.0,42.56292071100006,3
1,surrogate,692,equal_bargaining,confirmatory_core,0.9999974724624787,0.008898394460402692,35.0,10.217864923747277,25.0,1.0,459.0,335,459,945,confirmatory_core__C_HM__equal_bargaining__1016,0,C_HM,1016,459,942,0,0.0,37.0,9.328025477707007,25.0,0.9968253968253968,942.0,41.171770067000125,3
1,surrogate,696,equal_bargaining,confirmatory_core,0.9999967793186628,0.015028422696512236,36.0,10.936470588235293,25.0,0.9953161592505855,425.0,332,427,905,confirmatory_core__C_HM__equal_bargaining__1017,0,C_HM,1017,425,904,0,0.010000000000000009,40.0,9.43362831858407,26.0,0.9988950276243094,904.0,39.273434968999936,3
1,surrogate,698,equal_bargaining,confirmatory_core,0.9999885609409516,0.015674692954104716,38.0,11.429864253393665,26.0,0.9932584269662922,442.0,335,445,952,confirmatory_core__C_HM__equal_bargaining__1018,0,C_HM,1018,442,952,0,0.0,40.0,9.862394957983193,26.0,1.0,952.0,40.52518769100061,3
1,surrogate,696,equal_bargaining,confirmatory_core,1.0,0.017876582457839768,40.0,11.090261282660332,26.0,1.0,421.0,331,421,922,confirmatory_core__C_HM__equal_bargaining__1019,0,C_HM,1019,421,922,0,0.010000000000000009,41.0,9.302603036876356,25.0,1.0,922.0,39.17558206099966,3
1,surrogate,683,equal_bargaining,confirmatory_core,0.9999972558716725,0.015203510839741849,40.0,10.550218340611353,25.0,1.0,458.0,333,458,907,confirmatory_core__C_HM__equal_bargaining__1020,0,C_HM,1020,458,904,0,0.010000000000000009,42.0,9.029867256637168,26.0,0.9966923925027563,904.0,40.43009513299967,3
1,surrogate,692,equal_bargaining,confirmatory_core,0.9999997143381129,0.01803213126742538,40.0,10.995726495726496,26.0,1.0,468.0,335,468,936,confirmatory_core__C_HM__equal_bargaining__1021,0,C_HM,1021,468,935,0,0.010000000000000009,42.0,9.192513368983958,25.0,0.9989316239316239,935.0,42.46050590100003,3
1,surrogate,679,equal_bargaining,confirmatory_core,0.9999996534033413,0.01400711159737418,40.0,11.125,26.0,0.9955555555555555,448.0,333,450,917,confirmatory_core__C_HM__equal_bargaining__1022,0,C_HM,1022,448,914,0,0.010000000000000009,41.0,9.724288840262583,25.0,0.9967284623773174,914.0,41.13537286200017,3
1,surrogate,697,equal_bargaining,confirmatory_core,0.9999798009382462,0.014398228026278326,38.0,11.051918735891649,26.0,0.9910514541387024,443.0,332,447,959,confirmatory_core__C_HM__equal_bargaining__1023,0,C_HM,1023,443,959,0,0.0,41.0,9.612095933263817,26.0,1.0,959.0,41.554548579999846,3
1,surrogate,690,equal_bargaining,confirmatory_core,0.9999915524851403,0.023314055260776873,40.0,11.952164009111618,26.0,0.9932126696832579,439.0,334,442,1003,confirmatory_core__C_HM__equal_bargaining__1024,0,C_HM,1024,439,1002,0,0.0,40.0,9.620758483033931,26.0,0.9990029910269193,1002.0,40.83447656899989,3
1,surrogate,703,equal_bargaining,confirmatory_core,0.9999999997023922,0.02017820837309657,50.0,11.24891774891775,26.0,0.9978401727861771,462.0,334,463,941,confirmatory_core__C_HM__equal_bargaining__1025,0,C_HM,1025,462,939,0,0.010000000000000009,41.0,9.231096911608093,25.0,0.997874601487779,939.0,40.6117094300007,3
1,surrogate,676,equal_bargaining,confirmatory_core,0.9999977758681114,0.010719837451017608,38.0,10.899791231732777,26.0,0.9917184265010351,479.0,337,483,940,confirmatory_core__C_HM__equal_bargaining__1026,0,C_HM,1026,479,935,0,0.010000000000000009,40.0,9.827807486631016,25.0,0.9946808510638298,935.0,40.022782105999795,3
1,surrogate,674,equal_bargaining,confirmatory_core,0.9999996002798208,0.0026659792878823,30.0,9.643326039387308,25.0,0.9978165938864629,457.0,335,458,871,confirmatory_core__C_HM__equal_bargaining__1027,0,C_HM,1027,457,868,0,0.0,42.0,9.376728110599078,25.0,0.9965556831228473,868.0,39.07843634399978,3
1,surrogate,680,equal_bargaining,confirmatory_core,0.9999974454591334,0.015787554723063174,39.0,11.248979591836735,26.0,1.0,490.0,337,490,940,confirmatory_core__C_HM__equal_bargaining__1028,0,C_HM,1028,490,937,0,0.010000000000000009,41.0,9.670224119530417,25.0,0.9968085106382979,937.0,39.51646129600067,3
1,surrogate,693,equal_bargaining,confirmatory_core,0.9999997156514251,0.009877998500749635,49.0,10.52801724137931,25.0,0.9978494623655914,464.0,335,465,921,confirmatory_core__C_HM__equal_bargaining__1029,0,C_HM,1029,464,920,0,0.0,41.0,9.540217391304347,25.0,0.998914223669924,920.0,41.45563971999991,3
1,surrogate,672,equal_bargaining,confirmatory_core,0.999988261770929,0.016881098004951217,39.0,11.035714285714286,26.0,0.9911504424778761,448.0,336,452,983,confirmatory_core__C_HM__equal_bargaining__1030,0,C_HM,1030,448,981,0,0.010000000000000009,42.0,9.347604485219165,25.0,0.9979654120040692,981.0,41.496667506999984,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999757834618747,0.13792553047097683,73.0,33.99130434782609,68.0,0.9871244635193133,460.0,140,466,964,confirmatory_core__C_HM__fixed_time__1001,0,C_HM,1001,460,961,0,0.15000000000000002,59.0,20.198751300728407,53.0,0.9968879668049793,961.0,1.1227131639998333,3
1,surrogate,280,fixed_time,confirmatory_core,0.99999612453482,0.1493897677695842,85.0,35.29384965831435,70.0,0.9887387387387387,439.0,140,444,951,confirmatory_core__C_HM__fixed_time__1002,0,C_HM,1002,439,944,0,0.15999999999999992,59.0,20.35487288135593,54.0,0.9926393270241851,944.0,1.145585231000041,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999995765886894,0.12642289674918325,73.0,32.1744966442953,70.0,0.9955456570155902,447.0,140,449,950,confirmatory_core__C_HM__fixed_time__1003,0,C_HM,1003,447,947,0,0.16999999999999993,59.0,19.53220696937698,53.0,0.9968421052631579,947.0,1.1010024779998275,3
1,surrogate,280,fixed_time,confirmatory_core,0.999997370612599,0.12871577023321934,73.0,32.54838709677419,69.0,0.9957173447537473,465.0,140,467,954,confirmatory_core__C_HM__fixed_time__1004,0,C_HM,1004,465,953,0,0.15999999999999992,59.0,19.676810073452256,53.0,0.9989517819706499,953.0,1.185565122999833,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999982522590491,0.14667395264116578,73.0,34.111111111111114,69.0,0.9865771812080537,441.0,140,447,925,confirmatory_core__C_HM__fixed_time__1005,0,C_HM,1005,441,915,0,0.1499999999999999,59.0,19.443715846994536,54.0,0.9891891891891892,915.0,1.0990721299999677,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999946345663355,0.16235207439198857,73.0,34.00666666666667,70.0,0.989010989010989,450.0,140,455,938,confirmatory_core__C_HM__fixed_time__1006,0,C_HM,1006,450,932,0,0.16999999999999993,59.0,17.771459227467812,53.0,0.9936034115138592,932.0,1.085708380000142,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999903568360891,0.145753902904947,73.0,33.64705882352941,68.0,0.9860788863109049,425.0,140,431,900,confirmatory_core__C_HM__fixed_time__1007,0,C_HM,1007,425,893,0,0.15000000000000002,59.0,19.071668533034714,53.0,0.9922222222222222,893.0,1.0869617930002278,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999970172099636,0.1302880604397288,73.0,33.22924901185771,70.0,0.9921568627450981,506.0,140,510,907,confirmatory_core__C_HM__fixed_time__1008,0,C_HM,1008,506,903,0,0.16999999999999993,59.0,20.20044296788483,53.0,0.9955898566703418,903.0,1.1075954150001053,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999908084839405,0.15235998526160652,82.0,34.57838983050848,71.0,0.9853862212943633,472.0,140,479,928,confirmatory_core__C_HM__fixed_time__1009,0,C_HM,1009,472,920,0,0.17999999999999994,59.0,19.342391304347824,53.0,0.9913793103448276,920.0,1.2026228179997815,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999843544310493,0.14104193989715522,93.0,33.26164079822616,69.0,0.986870897155361,451.0,140,457,945,confirmatory_core__C_HM__fixed_time__1010,0,C_HM,1010,451,940,0,0.15999999999999992,59.0,19.157446808510638,53.0,0.9947089947089947,940.0,1.1471997909998208,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999822706809471,0.14521839324282626,74.0,33.347732181425485,70.0,0.9872068230277186,463.0,140,469,900,confirmatory_core__C_HM__fixed_time__1011,0,C_HM,1011,463,896,0,0.17999999999999994,59.0,18.825892857142858,52.0,0.9955555555555555,896.0,1.0874833550001313,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999990411284888,0.17457008121194287,87.0,36.653927813163484,71.0,0.9936708860759493,471.0,140,474,913,confirmatory_core__C_HM__fixed_time__1012,0,C_HM,1012,471,909,0,0.17999999999999994,59.0,19.196919691969196,53.0,0.9956188389923329,909.0,1.1127863169999728,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999986319547863,0.1540968489118371,73.0,34.256521739130434,70.0,0.9935205183585313,460.0,140,463,909,confirmatory_core__C_HM__fixed_time__1013,0,C_HM,1013,460,901,0,0.16999999999999993,59.0,18.846836847946726,53.0,0.9911991199119912,901.0,1.1014529190001667,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999810562695784,0.12558456808171506,73.0,31.513100436681224,69.0,0.9870689655172413,458.0,140,464,930,confirmatory_core__C_HM__fixed_time__1014,0,C_HM,1014,458,926,0,0.1499999999999999,59.0,18.954643628509718,54.0,0.9956989247311828,926.0,1.093108089999987,3
1,surrogate,280,fixed_time,confirmatory_core,0.999997356078112,0.15606240853514614,75.0,34.34782608695652,71.0,1.0,437.0,140,437,924,confirmatory_core__C_HM__fixed_time__1015,0,C_HM,1015,437,921,0,0.17999999999999994,59.0,18.74158523344191,53.0,0.9967532467532467,921.0,1.059939812000266,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999999960917961,0.12951620441961975,73.0,32.53610503282276,68.0,0.9956427015250545,457.0,140,459,945,confirmatory_core__C_HM__fixed_time__1016,0,C_HM,1016,457,941,0,0.15000000000000002,59.0,19.584484590860786,53.0,0.9957671957671957,941.0,1.1647993240003416,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999999602697927,0.13162397422712868,73.0,32.62735849056604,69.0,0.9929742388758782,424.0,140,427,905,confirmatory_core__C_HM__fixed_time__1017,0,C_HM,1017,424,899,0,0.15999999999999992,59.0,19.46496106785317,53.0,0.9933701657458563,899.0,1.1116545489999226,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999596856976247,0.1259009483667018,81.0,32.32876712328767,70.0,0.9842696629213483,438.0,140,445,952,confirmatory_core__C_HM__fixed_time__1018,0,C_HM,1018,438,949,0,0.16999999999999993,59.0,19.738672286617494,53.0,0.9968487394957983,949.0,1.0695215259997894,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999761083100851,0.13768143812709027,73.0,33.39423076923077,69.0,0.9881235154394299,416.0,140,421,922,confirmatory_core__C_HM__fixed_time__1019,0,C_HM,1019,416,920,0,0.15999999999999992,59.0,19.62608695652174,53.0,0.9978308026030369,920.0,1.0702647940001953,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999996684801932,0.14833031859026724,73.0,33.96052631578947,70.0,0.9956331877729258,456.0,140,458,907,confirmatory_core__C_HM__fixed_time__1020,0,C_HM,1020,456,902,0,0.16999999999999993,59.0,19.12749445676275,53.0,0.9944873208379272,902.0,1.207527229000334,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999973845070989,0.13231068963352682,73.0,32.88768898488121,70.0,0.9893162393162394,463.0,140,468,936,confirmatory_core__C_HM__fixed_time__1021,0,C_HM,1021,463,929,0,0.16999999999999993,59.0,19.656620021528525,53.0,0.9925213675213675,929.0,1.124009073000252,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999373504865736,0.1559521450055013,81.0,35.852607709750565,70.0,0.98,441.0,140,450,917,confirmatory_core__C_HM__fixed_time__1022,0,C_HM,1022,441,913,0,0.17999999999999994,59.0,20.257393209200437,52.0,0.9956379498364231,913.0,1.1358083519999127,3
1,surrogate,280,fixed_time,confirmatory_core,0.999982116821063,0.12466157372039724,73.0,32.038636363636364,69.0,0.9843400447427293,440.0,140,447,959,confirmatory_core__C_HM__fixed_time__1023,0,C_HM,1023,440,952,0,0.1499999999999999,59.0,19.57247899159664,54.0,0.9927007299270073,952.0,1.0760512650003875,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999254646714698,0.15769603649843175,73.0,34.142857142857146,70.0,0.9819004524886877,434.0,140,442,1003,confirmatory_core__C_HM__fixed_time__1024,0,C_HM,1024,434,1002,0,0.16999999999999993,59.0,18.373253493013973,53.0,0.9990029910269193,1002.0,1.1678878869997789,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999987001363512,0.1397282630223807,74.0,33.91721132897604,70.0,0.9913606911447084,459.0,140,463,941,confirmatory_core__C_HM__fixed_time__1025,0,C_HM,1025,459,935,0,0.15999999999999992,59.0,19.94438502673797,54.0,0.9936238044633369,935.0,1.0865693279997686,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999999866592495,0.1552482371177435,73.0,34.494780793319414,70.0,0.9917184265010351,479.0,140,483,940,confirmatory_core__C_HM__fixed_time__1026,0,C_HM,1026,479,932,0,0.16999999999999993,59.0,18.969957081545065,53.0,0.9914893617021276,932.0,1.1053378350002276,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999901577160907,0.14472620082868692,76.0,33.825221238938056,69.0,0.9868995633187773,452.0,140,458,871,confirmatory_core__C_HM__fixed_time__1027,0,C_HM,1027,452,865,0,0.1499999999999999,59.0,19.352601156069365,54.0,0.9931113662456946,865.0,1.0876908290001666,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999996672492252,0.15874205847754116,93.0,34.14314928425358,70.0,0.9979591836734694,489.0,140,490,940,confirmatory_core__C_HM__fixed_time__1028,0,C_HM,1028,489,937,0,0.16999999999999993,59.0,18.268943436499466,53.0,0.9968085106382979,937.0,1.10943216700025,3
1,surrogate,280,fixed_time,confirmatory_core,0.9999502951000969,0.15527110625909754,73.0,33.708333333333336,70.0,0.9806451612903225,456.0,140,465,921,confirmatory_core__C_HM__fixed_time__1029,0,C_HM,1029,456,916,0,0.16999999999999993,59.0,18.18122270742358,53.0,0.99457111834962,916.0,1.0706730870001593,3
1,surrogate,280,fixed_time,confirmatory_core,0.999986175870518,0.13764655718813018,73.0,33.86516853932584,71.0,0.9845132743362832,445.0,140,452,983,confirmatory_core__C_HM__fixed_time__1030,0,C_HM,1030,445,975,0,0.16999999999999993,59.0,20.100512820512822,54.0,0.9918616480162767,975.0,1.0791223100004572,3
1,surrogate,853,efficiency,confirmatory_core,0.9999917279331971,0.1169968774395004,121.0,19.692857142857143,58.0,0.9929078014184397,140.0,317,141,1466,confirmatory_core__C_LH__efficiency__1001,0,C_LH,1001,140,1464,1,0.35,41.0,7.993169398907104,23.0,0.9986357435197817,1464.0,1.0893155290000323,3
1,surrogate,864,efficiency,confirmatory_core,0.999946130142483,0.17088398184871548,95.0,25.087719298245613,73.0,0.9827586206896551,114.0,316,116,1477,confirmatory_core__C_LH__efficiency__1002,0,C_LH,1002,114,1473,0,0.5,40.0,7.999321113374067,23.0,0.997291807718348,1473.0,1.0719723800002612,3
1,surrogate,860,efficiency,confirmatory_core,0.9999898120000088,0.14430080131996387,96.0,22.196581196581196,64.0,0.9915254237288136,117.0,316,118,1412,confirmatory_core__C_LH__efficiency__1003,0,C_LH,1003,117,1409,0,0.43000000000000005,41.0,7.766501064584812,21.0,0.9978753541076487,1409.0,1.1103861159999724,3
1,surrogate,874,efficiency,confirmatory_core,0.9999995047646592,0.13083972802331229,94.0,21.25862068965517,55.0,1.0,116.0,316,116,1422,confirmatory_core__C_LH__efficiency__1004,0,C_LH,1004,116,1420,0,0.33000000000000007,51.0,8.174647887323944,22.0,0.9985935302390999,1420.0,1.0953931219996775,3
1,surrogate,840,efficiency,confirmatory_core,0.9999995026669483,0.14301351473249105,79.0,22.39097744360902,62.0,1.0,133.0,319,133,1419,confirmatory_core__C_LH__efficiency__1005,0,C_LH,1005,133,1417,0,0.4,40.0,8.089625970359915,22.0,0.9985905567300916,1417.0,1.1133934710001085,3
1,surrogate,848,efficiency,confirmatory_core,0.999999877143991,0.15373328329020408,104.0,23.3943661971831,75.0,1.0,142.0,318,142,1427,confirmatory_core__C_LH__efficiency__1006,0,C_LH,1006,142,1426,1,0.53,51.0,8.021037868162693,22.0,0.9992992291520673,1426.0,1.1733134019996214,3
1,surrogate,853,efficiency,confirmatory_core,0.9999981001280038,0.17436981670585208,115.0,25.338983050847457,66.0,1.0,118.0,317,118,1453,confirmatory_core__C_LH__efficiency__1007,0,C_LH,1007,118,1449,1,0.45000000000000007,40.0,7.9020013802622495,21.0,0.9972470750172058,1449.0,1.0920882020000136,3
1,surrogate,860,efficiency,confirmatory_core,0.9999519311996096,0.13508883437407077,185.0,21.157894736842106,66.0,0.9827586206896551,114.0,316,116,1421,confirmatory_core__C_LH__efficiency__1008,0,C_LH,1008,114,1416,1,0.44000000000000006,41.0,7.6490112994350286,22.0,0.9964813511611541,1416.0,1.0921658020001814,3
1,surrogate,863,efficiency,confirmatory_core,0.999989381537241,0.13995734126984127,138.0,21.849206349206348,55.0,0.9921259842519685,126.0,317,127,1442,confirmatory_core__C_LH__efficiency__1009,0,C_LH,1009,126,1440,1,0.33000000000000007,46.0,7.853472222222222,22.0,0.9986130374479889,1440.0,1.1075834039997972,3
1,surrogate,861,efficiency,confirmatory_core,0.9999422032728874,0.10874903969270168,69.0,18.163636363636364,54.0,0.9821428571428571,110.0,317,112,1424,confirmatory_core__C_LH__efficiency__1010,0,C_LH,1010,110,1420,0,0.33000000000000007,41.0,7.288732394366197,21.0,0.9971910112359551,1420.0,1.045010822000222,3
1,surrogate,854,efficiency,confirmatory_core,0.9999942885787391,0.14627546778669143,112.0,23.061068702290076,65.0,0.9924242424242424,131.0,317,132,1418,confirmatory_core__C_LH__efficiency__1011,0,C_LH,1011,131,1414,1,0.42000000000000004,41.0,8.433521923620933,23.0,0.997179125528914,1414.0,1.0901853660002416,3
1,surrogate,842,efficiency,confirmatory_core,0.999999481683203,0.12567070425072047,91.0,20.6953125,58.0,1.0,128.0,318,128,1390,confirmatory_core__C_LH__efficiency__1012,0,C_LH,1012,128,1388,0,0.33999999999999997,43.0,8.128242074927954,24.0,0.9985611510791367,1388.0,1.0650114710001617,3
1,surrogate,816,efficiency,confirmatory_core,0.9999998727218808,0.11656377235576199,77.0,19.232394366197184,48.0,1.0,142.0,321,142,1402,confirmatory_core__C_LH__efficiency__1013,0,C_LH,1013,142,1401,0,0.26,40.0,7.576017130620985,22.0,0.9992867332382311,1401.0,1.0710770770001545,3
1,surrogate,844,efficiency,confirmatory_core,0.9999988989330663,0.11516411144610515,139.0,19.35114503816794,57.0,1.0,131.0,316,131,1431,confirmatory_core__C_LH__efficiency__1014,0,C_LH,1014,131,1428,2,0.35,39.0,7.834733893557423,22.0,0.9979035639412998,1428.0,1.0696506809999846,3
1,surrogate,867,efficiency,confirmatory_core,1.0,0.15447392905601862,95.0,23.114285714285714,69.0,1.0,105.0,313,105,1474,confirmatory_core__C_LH__efficiency__1015,0,C_LH,1015,105,1474,0,0.48,37.0,7.666892808683853,21.0,1.0,1474.0,1.1361430269998891,3
1,surrogate,850,efficiency,confirmatory_core,0.9998771895857034,0.16553090633295414,119.0,24.61111111111111,69.0,0.9767441860465116,126.0,319,129,1467,confirmatory_core__C_LH__efficiency__1016,0,C_LH,1016,126,1465,2,0.47,52.0,8.058020477815699,22.0,0.9986366734832992,1465.0,1.1412960329998896,3
1,surrogate,868,efficiency,confirmatory_core,0.9999998868615741,0.15618601197382465,90.0,23.53448275862069,66.0,1.0,116.0,316,116,1487,confirmatory_core__C_LH__efficiency__1017,0,C_LH,1017,116,1486,0,0.44000000000000006,40.0,7.915881561238224,22.0,0.9993275050437121,1486.0,1.067774173000089,3
1,surrogate,860,efficiency,confirmatory_core,0.9999995137031168,0.15197944991216883,122.0,23.137931034482758,64.0,1.0,116.0,316,116,1435,confirmatory_core__C_LH__efficiency__1018,0,C_LH,1018,116,1433,1,0.42000000000000004,40.0,7.9399860432658755,22.0,0.9986062717770035,1433.0,1.0744691630002308,3
1,surrogate,851,efficiency,confirmatory_core,0.9999980078619729,0.1726208208752378,116.0,25.476923076923075,77.0,1.0,130.0,318,130,1419,confirmatory_core__C_LH__efficiency__1019,0,C_LH,1019,130,1415,2,0.55,41.0,8.214840989399294,22.0,0.9971811134601832,1415.0,1.0759231960000761,3
1,surrogate,834,efficiency,confirmatory_core,0.9999998786796758,0.11023519163763067,108.0,19.22142857142857,46.0,1.0,140.0,322,140,1436,confirmatory_core__C_LH__efficiency__1020,0,C_LH,1020,140,1435,1,0.23,41.0,8.197909407665506,23.0,0.9993036211699164,1435.0,1.0831990490000862,3
1,surrogate,872,efficiency,confirmatory_core,0.9999988865049095,0.16208794228787357,109.0,24.634146341463413,77.0,1.0,123.0,318,123,1423,confirmatory_core__C_LH__efficiency__1021,0,C_LH,1021,123,1420,3,0.54,40.0,8.425352112676057,23.0,0.9978917779339423,1420.0,1.1003111440004432,3
1,surrogate,844,efficiency,confirmatory_core,0.9999944562025689,0.1415987293663849,122.0,22.262295081967213,72.0,0.991869918699187,122.0,316,123,1450,confirmatory_core__C_LH__efficiency__1022,0,C_LH,1022,122,1445,2,0.51,44.0,8.10242214532872,21.0,0.996551724137931,1445.0,1.0861383710002883,3
1,surrogate,864,efficiency,confirmatory_core,1.0,0.14849735510141948,124.0,22.412280701754387,58.0,1.0,114.0,314,114,1383,confirmatory_core__C_LH__efficiency__1023,0,C_LH,1023,114,1383,1,0.35,41.0,7.562545191612437,23.0,1.0,1383.0,1.1380391080001573,3
1,surrogate,855,efficiency,confirmatory_core,0.9999956102291424,0.13999867538872246,104.0,21.651515151515152,63.0,0.9924812030075187,132.0,319,133,1492,confirmatory_core__C_LH__efficiency__1024,0,C_LH,1024,132,1487,2,0.42000000000000004,41.0,7.651647612642905,21.0,0.9966487935656837,1487.0,1.0977416890000313,3
1,surrogate,831,efficiency,confirmatory_core,0.9999994991410269,0.12055574070988166,93.0,19.970588235294116,59.0,1.0,136.0,320,136,1414,confirmatory_core__C_LH__efficiency__1025,0,C_LH,1025,136,1412,0,0.37,41.0,7.915014164305949,22.0,0.9985855728429985,1412.0,1.0700328860002628,3
1,surrogate,834,efficiency,confirmatory_core,0.9999998734453074,0.14883892928980347,141.0,22.83478260869565,61.0,1.0,115.0,319,115,1406,confirmatory_core__C_LH__efficiency__1026,0,C_LH,1026,115,1405,2,0.39,46.0,7.950889679715303,22.0,0.9992887624466572,1405.0,1.059714060999795,3
1,surrogate,844,efficiency,confirmatory_core,0.9999826185045528,0.12183824005176319,72.0,19.90909090909091,62.0,0.990990990990991,110.0,314,111,1406,confirmatory_core__C_LH__efficiency__1027,0,C_LH,1027,110,1405,0,0.41000000000000003,41.0,7.725266903914591,21.0,0.9992887624466572,1405.0,1.1480719139999565,3
1,surrogate,836,efficiency,confirmatory_core,0.999993748821367,0.13224146935933145,120.0,21.28125,67.0,0.9922480620155039,128.0,320,129,1440,confirmatory_core__C_LH__efficiency__1028,0,C_LH,1028,128,1436,2,0.45000000000000007,41.0,8.057103064066853,22.0,0.9972222222222222,1436.0,1.1487583540001651,3
1,surrogate,868,efficiency,confirmatory_core,0.9999988642435345,0.15691937152463464,134.0,23.568181818181817,66.0,1.0,132.0,315,132,1409,confirmatory_core__C_LH__efficiency__1029,0,C_LH,1029,132,1406,1,0.45000000000000007,41.0,7.87624466571835,21.0,0.9978708303761533,1406.0,1.0980278950000866,3
1,surrogate,851,efficiency,confirmatory_core,0.9999892005704613,0.15627127772230792,98.0,23.63478260869565,69.0,0.9913793103448276,115.0,318,116,1440,confirmatory_core__C_LH__efficiency__1030,0,C_LH,1030,115,1437,0,0.47,41.0,8.007654836464857,22.0,0.9979166666666667,1437.0,1.0362605499999518,3
1,surrogate,847,efpb,confirmatory_core,0.9999917279331971,0.12009992193598751,57.0,19.978571428571428,52.0,0.9929078014184397,140.0,318,141,1466,confirmatory_core__C_LH__efpb__1001,0,C_LH,1001,140,1464,0,0.29000000000000004,40.0,7.968579234972678,23.0,0.9986357435197817,1464.0,46.064778854999986,3
1,surrogate,847,efpb,confirmatory_core,0.9998539984309447,0.17074698910916053,57.0,25.221238938053098,53.0,0.9741379310344828,113.0,314,116,1477,confirmatory_core__C_LH__efpb__1002,0,C_LH,1002,113,1474,0,0.30000000000000004,42.0,8.146540027137043,23.0,0.997968855788761,1474.0,45.74854936199972,3
1,surrogate,861,efpb,confirmatory_core,0.9999994977201516,0.1232941459310013,57.0,20.25423728813559,52.0,1.0,118.0,315,118,1412,confirmatory_core__C_LH__efpb__1003,0,C_LH,1003,118,1410,0,0.29000000000000004,41.0,7.924822695035461,23.0,0.9985835694050992,1410.0,45.21437366800001,3
1,surrogate,853,efpb,confirmatory_core,0.9999988849366087,0.1205759276809798,57.0,20.137931034482758,50.0,1.0,116.0,316,116,1422,confirmatory_core__C_LH__efpb__1004,0,C_LH,1004,116,1419,0,0.28,41.0,8.080338266384778,22.0,0.9978902953586498,1419.0,46.100701272999686,3
1,surrogate,827,efpb,confirmatory_core,0.9999980078619729,0.12811759079677995,54.0,21.007518796992482,50.0,1.0,133.0,319,133,1419,confirmatory_core__C_LH__efpb__1005,0,C_LH,1005,133,1415,0,0.27,41.0,8.195759717314488,23.0,0.9971811134601832,1415.0,45.20551603500007,3
