backend,controller,experiment_id,jain,mean_wait_disparity,ped_max_wait_s,ped_mean_wait_s,ped_p95_wait_s,ped_service_ratio,ped_throughput_h,phase_switches,requested_p,requested_v,run_id,safety_violations,scenario_id,seed,served_p,served_v,starvation_violations,tail_wait_disparity,veh_max_wait_s,veh_mean_wait_s,veh_p95_wait_s,veh_service_ratio,veh_throughput_h,wall_time_s
surrogate,equal_bargaining,confirmatory_core,0.9999996957684433,0.0033641085573302143,21.0,6.317647058823529,18.0,1.0,510.0,410,510,907,confirmatory_core__C_HM__equal_bargaining__1008,0,C_HM,1008,510,906,0,0.0,31.0,5.981236203090508,18.0,0.9988974641675854,906.0,30.84618659700027
surrogate,equal_bargaining,confirmatory_core,0.9999997093890021,0.008467839102048721,30.0,7.323590814196242,19.0,1.0,479.0,411,479,928,confirmatory_core__C_HM__equal_bargaining__1009,0,C_HM,1009,479,927,0,0.0,30.0,6.47680690399137,19.0,0.9989224137931034,927.0,29.934269275000133
surrogate,equal_bargaining,confirmatory_core,0.9999988778380878,0.009934354485776814,26.0,6.993435448577681,19.0,1.0,457.0,406,457,945,confirmatory_core__C_HM__equal_bargaining__1010,0,C_HM,1010,457,943,0,0.010000000000000009,30.0,6.0,18.0,0.9978835978835979,943.0,28.53320405300019
surrogate,equal_bargaining,confirmatory_core,0.9999989505903357,0.0014029511214547694,25.0,6.194860813704497,17.0,0.9957356076759062,467.0,410,469,900,confirmatory_core__C_HM__equal_bargaining__1011,0,C_HM,1011,467,898,0,0.009999999999999981,30.0,6.05456570155902,18.0,0.9977777777777778,898.0,28.837845856000058
surrogate,equal_bargaining,confirmatory_core,0.9999996997561419,0.0037551354652453905,21.0,6.681434599156118,17.0,1.0,474.0,410,474,913,confirmatory_core__C_HM__equal_bargaining__1012,0,C_HM,1012,474,912,0,0.009999999999999981,28.0,6.305921052631579,18.0,0.9989047097480832,912.0,30.160173300000224
surrogate,equal_bargaining,confirmatory_core,0.999999697106458,1.9219607805827377e-05,27.0,6.125269978401728,17.0,1.0,463.0,408,463,909,confirmatory_core__C_HM__equal_bargaining__1013,0,C_HM,1013,463,908,0,0.009999999999999981,30.0,6.1233480176211454,18.0,0.9988998899889989,908.0,29.592654621999827
surrogate,equal_bargaining,confirmatory_core,0.9999997118875302,0.0032227557717712657,29.0,6.749460043196544,18.0,0.9978448275862069,463.0,405,464,930,confirmatory_core__C_HM__equal_bargaining__1014,0,C_HM,1014,463,927,0,0.010000000000000009,31.0,6.427184466019417,19.0,0.9967741935483871,927.0,29.199085316000037
surrogate,equal_bargaining,confirmatory_core,0.9999997068660758,0.0035001028880553148,21.0,6.633867276887872,18.0,1.0,437.0,412,437,924,confirmatory_core__C_HM__equal_bargaining__1015,0,C_HM,1015,437,923,0,0.0,30.0,6.2838569880823405,18.0,0.9989177489177489,923.0,28.792242030000125
surrogate,equal_bargaining,confirmatory_core,0.9999974724624787,0.0063312656980697435,39.0,6.766884531590414,18.0,1.0,459.0,410,459,945,confirmatory_core__C_HM__equal_bargaining__1016,0,C_HM,1016,459,942,0,0.0,28.0,6.13375796178344,18.0,0.9968253968253968,942.0,30.057872366000083
surrogate,equal_bargaining,confirmatory_core,0.9999987763348046,0.0018728101229054384,27.0,6.14519906323185,18.0,1.0,427.0,408,427,905,confirmatory_core__C_HM__equal_bargaining__1017,0,C_HM,1017,427,903,0,0.010000000000000009,30.0,5.9579180509413066,19.0,0.9977900552486187,903.0,28.86457550299974
surrogate,equal_bargaining,confirmatory_core,0.9999987346929481,0.0035224089635854244,28.0,6.833333333333333,18.0,0.9977528089887641,444.0,414,445,952,confirmatory_core__C_HM__equal_bargaining__1018,0,C_HM,1018,444,952,0,0.010000000000000009,29.0,6.48109243697479,19.0,1.0,952.0,28.750126503000047
surrogate,equal_bargaining,confirmatory_core,0.9999997055922748,0.0074614497821999665,29.0,7.192399049881235,19.0,1.0,421.0,405,421,922,confirmatory_core__C_HM__equal_bargaining__1019,0,C_HM,1019,421,921,0,0.0,31.0,6.4462540716612375,19.0,0.9989154013015185,921.0,27.828474989999904
surrogate,equal_bargaining,confirmatory_core,0.9999996957684433,0.0030169081427070393,30.0,6.866812227074236,18.0,1.0,458.0,410,458,907,confirmatory_core__C_HM__equal_bargaining__1020,0,C_HM,1020,458,906,0,0.010000000000000009,30.0,6.565121412803532,19.0,0.9988974641675854,906.0,29.369093741999677
surrogate,equal_bargaining,confirmatory_core,0.9999997143381129,8.89665889665936e-05,20.0,6.318376068376068,18.0,1.0,468.0,409,468,936,confirmatory_core__C_HM__equal_bargaining__1021,0,C_HM,1021,468,935,0,0.010000000000000009,29.0,6.327272727272727,19.0,0.9989316239316239,935.0,29.37227392900013
surrogate,equal_bargaining,confirmatory_core,0.9999973154922939,0.002645854607342568,39.0,6.702222222222222,18.0,1.0,450.0,403,450,917,confirmatory_core__C_HM__equal_bargaining__1022,0,C_HM,1022,450,914,0,0.0,30.0,6.437636761487965,18.0,0.9967284623773174,914.0,28.014468626000053
surrogate,equal_bargaining,confirmatory_core,0.9999798009382462,0.01268912547635917,37.0,7.135440180586907,18.0,0.9910514541387024,443.0,411,447,959,confirmatory_core__C_HM__equal_bargaining__1023,0,C_HM,1023,443,959,0,0.0,30.0,5.866527632950991,18.0,1.0,959.0,29.326146134999817
surrogate,equal_bargaining,confirmatory_core,0.9999968712764714,0.004301170386499728,33.0,6.8522727272727275,18.0,0.995475113122172,440.0,412,442,1003,confirmatory_core__C_HM__equal_bargaining__1024,0,C_HM,1024,440,1002,0,0.0,30.0,6.422155688622754,18.0,0.9990029910269193,1002.0,29.018363566000062
surrogate,equal_bargaining,confirmatory_core,0.9999988682674648,0.01020945033662482,38.0,7.205183585313175,18.0,1.0,463.0,409,463,941,confirmatory_core__C_HM__equal_bargaining__1025,0,C_HM,1025,463,939,0,0.010000000000000009,31.0,6.184238551650692,19.0,0.997874601487779,939.0,29.15821079499983
surrogate,equal_bargaining,confirmatory_core,0.9999987989407332,0.0049974288044827495,27.0,6.651452282157677,18.0,0.9979296066252588,482.0,408,483,940,confirmatory_core__C_HM__equal_bargaining__1026,0,C_HM,1026,482,936,0,0.010000000000000009,30.0,6.151709401709402,19.0,0.9957446808510638,936.0,30.202670479000062
surrogate,equal_bargaining,confirmatory_core,0.9999926478579513,0.0011258052292535056,29.0,6.2263736263736265,18.0,0.9934497816593887,455.0,410,458,871,confirmatory_core__C_HM__equal_bargaining__1027,0,C_HM,1027,455,870,0,0.010000000000000009,30.0,6.113793103448276,19.0,0.9988518943742825,870.0,29.409108599999854
surrogate,equal_bargaining,confirmatory_core,0.9999988658556778,0.008043253122144378,29.0,7.393877551020408,19.0,1.0,490.0,413,490,940,confirmatory_core__C_HM__equal_bargaining__1028,0,C_HM,1028,490,938,0,0.0,30.0,6.58955223880597,19.0,0.997872340425532,938.0,30.20395026799997
surrogate,equal_bargaining,confirmatory_core,0.9999997049522582,0.00730271154745208,28.0,6.41505376344086,17.0,1.0,465.0,413,465,921,confirmatory_core__C_HM__equal_bargaining__1029,0,C_HM,1029,465,920,0,0.009999999999999981,29.0,5.684782608695652,18.0,0.998914223669924,920.0,29.808920254999975
surrogate,equal_bargaining,confirmatory_core,0.999998963005211,0.009157465291873015,31.0,7.1084070796460175,18.0,1.0,452.0,410,452,983,confirmatory_core__C_HM__equal_bargaining__1030,0,C_HM,1030,452,981,0,0.0,31.0,6.192660550458716,18.0,0.9979654120040692,981.0,29.82619757099974
surrogate,fixed_time,confirmatory_core,0.9999580180802136,0.1238169763665885,70.0,31.27173913043478,65.0,0.9871244635193133,460.0,140,466,964,confirmatory_core__C_HM__fixed_time__1001,0,C_HM,1001,460,964,0,0.13,55.0,18.890041493775932,52.0,1.0,964.0,1.0966768250000314
surrogate,fixed_time,confirmatory_core,0.9999787491808926,0.13201650940565657,70.0,32.06150341685649,67.0,0.9887387387387387,439.0,140,444,951,confirmatory_core__C_HM__fixed_time__1002,0,C_HM,1002,439,949,0,0.15000000000000002,55.0,18.859852476290833,52.0,0.9978969505783386,949.0,1.1325354159998824
surrogate,fixed_time,confirmatory_core,0.9999950175630902,0.11389815141881546,70.0,29.595078299776286,67.0,0.9955456570155902,447.0,140,449,950,confirmatory_core__C_HM__fixed_time__1003,0,C_HM,1003,447,950,0,0.16000000000000003,55.0,18.205263157894738,51.0,1.0,950.0,1.1616342019997319
surrogate,fixed_time,confirmatory_core,0.9999953950367707,0.11457138026645025,70.0,29.879569892473118,66.0,0.9957173447537473,465.0,140,467,954,confirmatory_core__C_HM__fixed_time__1004,0,C_HM,1004,465,954,0,0.15000000000000002,55.0,18.42243186582809,51.0,1.0,954.0,1.116196573000252
surrogate,fixed_time,confirmatory_core,0.999967800551257,0.132546192908366,70.0,31.41496598639456,66.0,0.9865771812080537,441.0,140,447,925,confirmatory_core__C_HM__fixed_time__1005,0,C_HM,1005,441,923,0,0.15000000000000002,55.0,18.160346695557962,51.0,0.9978378378378379,923.0,1.2475693030000912
surrogate,fixed_time,confirmatory_core,0.9999801297307799,0.14761025641025638,70.0,31.342222222222222,67.0,0.989010989010989,450.0,140,455,938,confirmatory_core__C_HM__fixed_time__1006,0,C_HM,1006,450,936,0,0.17000000000000004,55.0,16.581196581196583,50.0,0.997867803837953,936.0,1.130793113999971
surrogate,fixed_time,confirmatory_core,0.9999652260728343,0.1327554041661208,70.0,30.988235294117647,65.0,0.9860788863109049,425.0,140,431,900,confirmatory_core__C_HM__fixed_time__1007,0,C_HM,1007,425,898,0,0.14,55.0,17.71269487750557,51.0,0.9977777777777778,898.0,1.0366090180000356
surrogate,fixed_time,confirmatory_core,0.9999845002092471,0.11768188572847985,70.0,30.59288537549407,67.0,0.9921568627450981,506.0,140,510,907,confirmatory_core__C_HM__fixed_time__1008,0,C_HM,1008,506,907,0,0.16000000000000003,55.0,18.824696802646088,51.0,1.0,907.0,1.1872131469999658
surrogate,fixed_time,confirmatory_core,0.9999605383573692,0.13626642749935935,70.0,31.76271186440678,67.0,0.9853862212943633,472.0,140,479,928,confirmatory_core__C_HM__fixed_time__1009,0,C_HM,1009,472,926,0,0.16000000000000003,55.0,18.136069114470843,51.0,0.9978448275862069,926.0,1.1114972109999144
surrogate,fixed_time,confirmatory_core,0.999956337174045,0.12251753305411842,70.0,30.044345898004433,65.0,0.986870897155361,451.0,140,457,945,confirmatory_core__C_HM__fixed_time__1010,0,C_HM,1010,451,945,0,0.14,55.0,17.79259259259259,51.0,1.0,945.0,1.1635295630003384
surrogate,fixed_time,confirmatory_core,0.999965404156151,0.13046473523497432,70.0,30.563714902807774,67.0,0.9872068230277186,463.0,140,469,900,confirmatory_core__C_HM__fixed_time__1011,0,C_HM,1011,463,899,0,0.17000000000000004,55.0,17.517241379310345,50.0,0.9988888888888889,899.0,1.1208411880002132
surrogate,fixed_time,confirmatory_core,0.9999931006915111,0.1526996033076321,76.0,33.1932059447983,68.0,0.9936708860759493,471.0,140,474,913,confirmatory_core__C_HM__fixed_time__1012,0,C_HM,1012,471,912,0,0.17000000000000004,55.0,17.92324561403509,51.0,0.9989047097480832,912.0,1.1251283420001528
surrogate,fixed_time,confirmatory_core,0.9999953820052998,0.14005296965629643,70.0,31.630434782608695,67.0,0.9935205183585313,460.0,140,463,909,confirmatory_core__C_HM__fixed_time__1013,0,C_HM,1013,460,907,0,0.16000000000000003,55.0,17.625137816979052,51.0,0.9977997799779978,907.0,1.1522043629997825
surrogate,fixed_time,confirmatory_core,0.9999576530372183,0.1121839226182092,70.0,28.8646288209607,66.0,0.9870689655172413,458.0,140,464,930,confirmatory_core__C_HM__fixed_time__1014,0,C_HM,1014,458,930,0,0.14,55.0,17.646236559139783,52.0,1.0,930.0,1.1246940259998155
surrogate,fixed_time,confirmatory_core,0.9999997068660758,0.14076543754695048,70.0,31.462242562929063,67.0,1.0,437.0,140,437,924,confirmatory_core__C_HM__fixed_time__1015,0,C_HM,1015,437,923,0,0.16000000000000003,55.0,17.385698808234018,51.0,0.9989177489177489,923.0,1.1326958959998592
surrogate,fixed_time,confirmatory_core,0.9999987364307334,0.1153360822924184,70.0,29.86870897155361,65.0,0.9956427015250545,457.0,140,459,945,confirmatory_core__C_HM__fixed_time__1016,0,C_HM,1016,457,943,0,0.14,55.0,18.33510074231177,51.0,0.9978835978835979,943.0,1.2317066209998302
surrogate,fixed_time,confirmatory_core,0.9999875726653871,0.11925919941624102,70.0,30.05188679245283,66.0,0.9929742388758782,424.0,140,427,905,confirmatory_core__C_HM__fixed_time__1017,0,C_HM,1017,424,905,0,0.15000000000000002,55.0,18.12596685082873,51.0,1.0,905.0,1.1065353010003491
surrogate,fixed_time,confirmatory_core,0.9999527221383282,0.11047517423696229,70.0,29.474885844748858,66.0,0.9842696629213483,438.0,140,445,952,confirmatory_core__C_HM__fixed_time__1018,0,C_HM,1018,438,950,0,0.15000000000000002,55.0,18.42736842105263,51.0,0.9978991596638656,950.0,1.1064562329997898
surrogate,fixed_time,confirmatory_core,0.9999643159947131,0.12358637160020022,70.0,30.77403846153846,66.0,0.9881235154394299,416.0,140,421,922,confirmatory_core__C_HM__fixed_time__1019,0,C_HM,1019,416,922,0,0.14,55.0,18.41540130151844,52.0,1.0,922.0,1.102774896000028
surrogate,fixed_time,confirmatory_core,0.9999952118745512,0.13473742238728023,70.0,31.263157894736842,67.0,0.9956331877729258,456.0,140,458,907,confirmatory_core__C_HM__fixed_time__1020,0,C_HM,1020,456,907,0,0.16000000000000003,55.0,17.78941565600882,51.0,1.0,907.0,1.1260394569999335
surrogate,fixed_time,confirmatory_core,0.9999766125907417,0.11822670100830437,70.0,30.244060475161987,67.0,0.9893162393162394,463.0,140,468,936,confirmatory_core__C_HM__fixed_time__1021,0,C_HM,1021,463,935,0,0.15000000000000002,55.0,18.42139037433155,52.0,0.9989316239316239,935.0,1.0951593719996708
surrogate,fixed_time,confirmatory_core,0.9998979800040808,0.14025583770403832,70.0,32.78458049886621,67.0,0.98,441.0,140,450,917,confirmatory_core__C_HM__fixed_time__1022,0,C_HM,1022,441,917,0,0.17000000000000004,55.0,18.758996728462378,50.0,1.0,917.0,1.1778176340003483
surrogate,fixed_time,confirmatory_core,0.9999456838107426,0.11124359460998293,70.0,29.386363636363637,66.0,0.9843400447427293,440.0,140,447,959,confirmatory_core__C_HM__fixed_time__1023,0,C_HM,1023,440,958,0,0.15000000000000002,55.0,18.262004175365345,51.0,0.9989572471324296,958.0,1.1213914629997817
surrogate,fixed_time,confirmatory_core,0.9999254646714698,0.14355248029287046,70.0,31.410138248847925,67.0,0.9819004524886877,434.0,140,442,1003,confirmatory_core__C_HM__fixed_time__1024,0,C_HM,1024,434,1002,0,0.15000000000000002,55.0,17.05489021956088,52.0,0.9990029910269193,1002.0,1.1127695580003092
surrogate,fixed_time,confirmatory_core,0.9999892772400173,0.12460746030751668,70.0,31.03050108932462,67.0,0.9913606911447084,459.0,140,463,941,confirmatory_core__C_HM__fixed_time__1025,0,C_HM,1025,459,939,0,0.15000000000000002,55.0,18.56975505857295,52.0,0.997874601487779,939.0,1.1576014880001821
surrogate,fixed_time,confirmatory_core,0.999993447845647,0.14220354126236842,70.0,31.78705636743215,67.0,0.9917184265010351,479.0,140,483,940,confirmatory_core__C_HM__fixed_time__1026,0,C_HM,1026,479,937,0,0.16000000000000003,55.0,17.566702241195305,51.0,0.9968085106382979,937.0,1.1236685240000952
surrogate,fixed_time,confirmatory_core,0.9999637723875099,0.12773507272912213,70.0,30.736725663716815,66.0,0.9868995633187773,452.0,140,458,871,confirmatory_core__C_HM__fixed_time__1027,0,C_HM,1027,452,870,0,0.14,55.0,17.9632183908046,52.0,0.9988518943742825,870.0,1.1504895089997262
surrogate,fixed_time,confirmatory_core,0.9999989566400471,0.13476256363399028,72.0,30.429447852760735,65.0,0.9979591836734694,489.0,140,490,940,confirmatory_core__C_HM__fixed_time__1028,0,C_HM,1028,489,940,0,0.14,55.0,16.953191489361704,51.0,1.0,940.0,1.1167557710000438
surrogate,fixed_time,confirmatory_core,0.9999148355276714,0.1418642257818459,70.0,31.06359649122807,67.0,0.9806451612903225,456.0,140,465,921,confirmatory_core__C_HM__fixed_time__1029,0,C_HM,1029,456,920,0,0.16000000000000003,55.0,16.877173913043478,51.0,0.998914223669924,920.0,1.1359421229999498
surrogate,fixed_time,confirmatory_core,0.999939104563678,0.1238907952038589,70.0,31.166292134831462,68.0,0.9845132743362832,445.0,140,452,983,confirmatory_core__C_HM__fixed_time__1030,0,C_HM,1030,445,983,0,0.16000000000000003,55.0,18.777212614445574,52.0,1.0,983.0,1.1796100380001917
surrogate,efficiency,confirmatory_core,0.9999896475288295,0.054835446123842044,46.0,10.021428571428572,29.0,0.9929078014184397,140.0,407,141,1466,confirmatory_core__C_LH__efficiency__1001,0,C_LH,1001,140,1465,0,0.12999999999999998,38.0,4.537883959044368,16.0,0.9993178717598908,1465.0,1.058044998999776
surrogate,efficiency,confirmatory_core,0.9999866666651813,0.07820751658069272,83.0,12.269565217391305,40.0,0.9913793103448276,115.0,408,116,1477,confirmatory_core__C_LH__efficiency__1002,0,C_LH,1002,115,1475,0,0.25,30.0,4.4488135593220335,15.0,0.998645903859174,1475.0,1.1217902389998926
surrogate,efficiency,confirmatory_core,0.999981892586825,0.07558339991767754,63.0,11.547008547008547,32.0,0.9915254237288136,117.0,411,118,1412,confirmatory_core__C_LH__efficiency__1003,0,C_LH,1003,117,1412,0,0.18,33.0,3.988668555240793,14.0,1.0,1412.0,1.0770728340000915
surrogate,efficiency,confirmatory_core,0.9999998762782009,0.06993666432090079,62.0,11.241379310344827,30.0,1.0,116.0,403,116,1422,confirmatory_core__C_LH__efficiency__1004,0,C_LH,1004,116,1421,0,0.15,36.0,4.24771287825475,15.0,0.9992967651195499,1421.0,1.0664963579999949
surrogate,efficiency,confirmatory_core,1.0,0.06716484657733127,78.0,11.075187969924812,30.0,1.0,133.0,404,133,1419,confirmatory_core__C_LH__efficiency__1005,0,C_LH,1005,133,1419,0,0.13999999999999999,34.0,4.358703312191684,16.0,1.0,1419.0,1.0982083419999071
surrogate,efficiency,confirmatory_core,0.999999877143991,0.06204284613713135,49.0,10.71830985915493,30.0,1.0,142.0,408,142,1427,confirmatory_core__C_LH__efficiency__1006,0,C_LH,1006,142,1426,0,0.12999999999999998,38.0,4.514025245441795,17.0,0.9992992291520673,1426.0,1.1198805680000987
surrogate,efficiency,confirmatory_core,0.9999981001280038,0.08931419681603914,65.0,13.322033898305085,40.0,1.0,118.0,409,118,1453,confirmatory_core__C_LH__efficiency__1007,0,C_LH,1007,118,1449,0,0.24000000000000002,29.0,4.390614216701173,16.0,0.9972470750172058,1449.0,1.0820634020001307
surrogate,efficiency,confirmatory_core,0.9999988833649921,0.0789201643888916,67.0,11.956896551724139,33.0,1.0,116.0,407,116,1421,confirmatory_core__C_LH__efficiency__1008,0,C_LH,1008,116,1418,0,0.18000000000000002,36.0,4.064880112834979,15.0,0.9978888106966924,1418.0,1.0923547790002885
surrogate,efficiency,confirmatory_core,0.9999995184162445,0.06149846894138233,45.0,10.669291338582678,33.0,1.0,127.0,408,127,1442,confirmatory_core__C_LH__efficiency__1009,0,C_LH,1009,127,1440,0,0.18000000000000002,31.0,4.519444444444445,15.0,0.9986130374479889,1440.0,1.1353111039998112
surrogate,efficiency,confirmatory_core,0.9999829180695028,0.07879552778358119,51.0,11.81981981981982,38.0,0.9910714285714286,111.0,403,112,1424,confirmatory_core__C_LH__efficiency__1010,0,C_LH,1010,111,1423,0,0.24,33.0,3.9402670414617007,14.0,0.9992977528089888,1423.0,1.132170164999934
surrogate,efficiency,confirmatory_core,0.9999998755789624,0.0594971236714356,76.0,10.378787878787879,29.0,1.0,132.0,407,132,1418,confirmatory_core__C_LH__efficiency__1011,0,C_LH,1011,132,1417,0,0.11999999999999997,33.0,4.429075511644319,17.0,0.9992947813822285,1417.0,1.124519846000112
surrogate,efficiency,confirmatory_core,0.999984621536001,0.059763496289582496,62.0,10.26771653543307,30.0,0.9921875,127.0,402,128,1390,confirmatory_core__C_LH__efficiency__1012,0,C_LH,1012,127,1390,0,0.13999999999999999,30.0,4.2913669064748206,16.0,1.0,1390.0,1.1007156699999996
surrogate,efficiency,confirmatory_core,0.9999994905242608,0.05769215291750501,55.0,10.654929577464788,36.0,1.0,142.0,408,142,1402,confirmatory_core__C_LH__efficiency__1013,0,C_LH,1013,142,1400,0,0.18999999999999997,30.0,4.885714285714286,17.0,0.9985734664764622,1400.0,1.1042060830000082
surrogate,efficiency,confirmatory_core,0.999999510978771,0.06207287432090983,71.0,10.648854961832061,37.0,1.0,131.0,403,131,1431,confirmatory_core__C_LH__efficiency__1014,0,C_LH,1014,131,1429,0,0.22,30.0,4.441567529741078,15.0,0.9986023759608665,1429.0,1.1423066409997773
surrogate,efficiency,confirmatory_core,1.0,0.08634179750597662,70.0,12.695238095238095,36.0,1.0,105.0,406,105,1474,confirmatory_core__C_LH__efficiency__1015,0,C_LH,1015,105,1474,0,0.21999999999999997,30.0,4.0610583446404345,14.0,1.0,1474.0,1.0866766610001832
surrogate,efficiency,confirmatory_core,0.9999989523639908,0.06954473249459905,57.0,11.34108527131783,36.0,1.0,129.0,412,129,1467,confirmatory_core__C_LH__efficiency__1016,0,C_LH,1016,129,1464,0,0.19999999999999998,50.0,4.386612021857924,16.0,0.9979550102249489,1464.0,1.1404357880001044
surrogate,efficiency,confirmatory_core,1.0,0.0666025670755745,73.0,10.818965517241379,36.0,1.0,116.0,410,116,1487,confirmatory_core__C_LH__efficiency__1017,0,C_LH,1017,116,1487,0,0.21,37.0,4.158708809683928,15.0,1.0,1487.0,1.1206611309999062
surrogate,efficiency,confirmatory_core,1.0,0.08279694821578759,66.0,12.775862068965518,41.0,1.0,116.0,411,116,1435,confirmatory_core__C_LH__efficiency__1018,0,C_LH,1018,116,1435,0,0.24999999999999997,33.0,4.49616724738676,16.0,1.0,1435.0,1.1405604010001298
surrogate,efficiency,confirmatory_core,0.9999900410644459,0.07448403385249983,58.0,11.806201550387597,35.0,0.9923076923076923,129.0,407,130,1419,confirmatory_core__C_LH__efficiency__1019,0,C_LH,1019,129,1417,0,0.17999999999999997,30.0,4.3577981651376145,17.0,0.9985905567300916,1417.0,1.17310104399985
surrogate,efficiency,confirmatory_core,0.9999998786796758,0.06755226480836238,79.0,11.307142857142857,34.0,1.0,140.0,408,140,1436,confirmatory_core__C_LH__efficiency__1020,0,C_LH,1020,140,1435,0,0.17,38.0,4.55191637630662,17.0,0.9993036211699164,1435.0,1.1011694699998316
surrogate,efficiency,confirmatory_core,0.9999995054609474,0.07187203560987052,80.0,11.617886178861788,33.0,1.0,123.0,407,123,1423,confirmatory_core__C_LH__efficiency__1021,0,C_LH,1021,123,1421,0,0.17,47.0,4.430682617874736,16.0,0.9985945186226283,1421.0,1.1054748839997046
surrogate,efficiency,confirmatory_core,0.9999995237192573,0.07681000988186679,45.0,12.032520325203253,36.0,1.0,123.0,409,123,1450,confirmatory_core__C_LH__efficiency__1022,0,C_LH,1022,123,1448,0,0.19999999999999998,31.0,4.351519337016574,16.0,0.9986206896551724,1448.0,1.1206443119999676
surrogate,efficiency,confirmatory_core,0.9999998691994193,0.07519663848477923,52.0,11.798245614035087,36.0,1.0,114.0,404,114,1383,confirmatory_core__C_LH__efficiency__1023,0,C_LH,1023,114,1382,0,0.21,30.0,4.278581765557163,15.0,0.9992769342010123,1382.0,1.1094240190000164
surrogate,efficiency,confirmatory_core,0.9999903720922032,0.05467205613178767,43.0,9.977272727272727,31.0,0.9924812030075187,132.0,412,133,1492,confirmatory_core__C_LH__efficiency__1024,0,C_LH,1024,132,1490,0,0.15,36.0,4.510067114093959,16.0,0.9986595174262735,1490.0,1.1900528710002618
surrogate,efficiency,confirmatory_core,0.999999874873779,0.05313350818034221,77.0,9.882352941176471,28.0,1.0,136.0,408,136,1414,confirmatory_core__C_LH__efficiency__1025,0,C_LH,1025,136,1413,0,0.11000000000000001,38.0,4.56900212314225,17.0,0.9992927864214993,1413.0,1.0757223440000416
surrogate,efficiency,confirmatory_core,0.9999998734453074,0.0842283769147455,58.0,12.643478260869566,36.0,1.0,115.0,404,115,1406,confirmatory_core__C_LH__efficiency__1026,0,C_LH,1026,115,1405,0,0.19999999999999998,31.0,4.220640569395018,16.0,0.9992887624466572,1405.0,1.1971907139995892
surrogate,efficiency,confirmatory_core,1.0,0.06736842105263158,59.0,10.864864864864865,36.0,1.0,111.0,401,111,1406,confirmatory_core__C_LH__efficiency__1027,0,C_LH,1027,111,1406,0,0.21,35.0,4.128022759601707,15.0,1.0,1406.0,1.077581173999988
surrogate,efficiency,confirmatory_core,0.9999995170766526,0.0484596931569471,43.0,9.131782945736434,30.0,1.0,129.0,407,129,1440,confirmatory_core__C_LH__efficiency__1028,0,C_LH,1028,129,1438,0,0.13999999999999999,29.0,4.285813630041725,16.0,0.9986111111111111,1438.0,1.0940141649998623
surrogate,efficiency,confirmatory_core,0.9999998739838373,0.06673532196969698,60.0,11.128787878787879,33.0,1.0,132.0,407,132,1409,confirmatory_core__C_LH__efficiency__1029,0,C_LH,1029,132,1408,0,0.17,38.0,4.455255681818182,16.0,0.9992902767920511,1408.0,1.086351220999859
surrogate,efficiency,confirmatory_core,0.9999995170766526,0.07690302623375378,53.0,11.862068965517242,36.0,1.0,116.0,407,116,1440,confirmatory_core__C_LH__efficiency__1030,0,C_LH,1030,116,1438,0,0.19999999999999998,32.0,4.171766342141864,16.0,0.9986111111111111,1438.0,1.0804269170002954
surrogate,efpb,confirmatory_core,0.9999896475288295,0.06921794246708923,47.0,11.314285714285715,35.0,0.9929078014184397,140.0,407,141,1466,confirmatory_core__C_LH__efpb__1001,0,C_LH,1001,140,1465,0,0.19999999999999998,30.0,4.392491467576792,15.0,0.9993178717598908,1465.0,32.47535590999996
surrogate,efpb,confirmatory_core,0.9998284080076263,0.08574034906920867,47.0,13.106194690265486,40.0,0.9741379310344828,113.0,407,116,1477,confirmatory_core__C_LH__efpb__1002,0,C_LH,1002,113,1477,0,0.24000000000000002,28.0,4.532159783344618,16.0,1.0,1477.0,32.75879149100001
surrogate,efpb,confirmatory_core,0.999981892586825,0.08556263770853006,45.0,12.555555555555555,35.0,0.9915254237288136,117.0,410,118,1412,confirmatory_core__C_LH__efpb__1003,0,C_LH,1003,117,1412,0,0.21999999999999997,29.0,3.9992917847025495,13.0,1.0,1412.0,31.548010876000262
surrogate,efpb,confirmatory_core,0.9999995047646592,0.07337226809130645,50.0,11.637931034482758,42.0,1.0,116.0,401,116,1422,confirmatory_core__C_LH__efpb__1004,0,C_LH,1004,116,1420,0,0.26,30.0,4.300704225352113,16.0,0.9985935302390999,1420.0,31.167871818000094
surrogate,efpb,confirmatory_core,1.0,0.09384947569770091,49.0,13.721804511278195,44.0,1.0,133.0,405,133,1419,confirmatory_core__C_LH__efpb__1005,0,C_LH,1005,133,1419,0,0.28,29.0,4.336856941508104,16.0,1.0,1419.0,31.90801000800002
surrogate,efpb,confirmatory_core,0.999999877143991,0.0702144282243249,48.0,11.429577464788732,32.0,1.0,142.0,406,142,1427,confirmatory_core__C_LH__efpb__1006,0,C_LH,1006,142,1426,0,0.16,30.0,4.4081346423562415,16.0,0.9992992291520673,1426.0,32.21887294199996
surrogate,efpb,confirmatory_core,1.0,0.10136602237334796,46.0,14.364406779661017,43.0,1.0,118.0,407,118,1453,confirmatory_core__C_LH__efpb__1007,0,C_LH,1007,118,1453,0,0.28,31.0,4.227804542326222,15.0,1.0,1453.0,33.66978962899975
surrogate,efpb,confirmatory_core,0.999995524020345,0.08008072377238942,47.0,11.887931034482758,36.0,1.0,116.0,406,116,1421,confirmatory_core__C_LH__efpb__1008,0,C_LH,1008,116,1415,0,0.21999999999999997,30.0,3.8798586572438163,14.0,0.995777621393385,1415.0,31.187709301999803
