clearance_share,collisions,config_id,controller,emergency_stops,max_norm_wait,mean_vehicle_queue,pedestrian_wait_mean_s,person_delay_s,phase_switches,scenario_id,seed,vehicle_stop_time_mean_s,vehicle_stopped_wait_p95_s
0.14,0.0,fixed_time__001,fixed_time,0.0,0.4,1.8433333333333333,19.348484848484848,10.94816611094271,54.0,K_MM,304,8.847290640394089,24.0
0.14,0.0,fixed_time__001,fixed_time,0.0,0.36,1.8422222222222222,14.711538461538462,9.778766687857596,54.0,K_MM,305,8.801980198019802,24.0
0.14,0.0,fixed_time__001,fixed_time,0.0,4.49,32.791111111111114,245.0,96.54491355046241,54.0,K_OO,301,46.3944055944056,26.0
0.14,0.0,fixed_time__001,fixed_time,0.0,3.72,32.78666666666667,202.89491525423728,82.91605515684219,54.0,K_OO,302,45.466299862448416,25.0
0.14,0.0,fixed_time__001,fixed_time,0.0,4.55,33.55777777777778,245.91975308641975,99.515517936316,54.0,K_OO,303,47.758865248226954,27.0
0.14,0.0,fixed_time__001,fixed_time,0.0,4.37,31.80666666666667,253.00958466453673,97.8982225468712,54.0,K_OO,304,45.074964639321074,25.0
0.14,0.0,fixed_time__001,fixed_time,0.0,3.94,32.035555555555554,210.68493150684932,81.89977040614363,54.0,K_OO,305,43.17536813922356,25.0
0.14,0.0,fixed_time__001,fixed_time,0.0,2.56,13.766666666666667,144.57563025210084,50.88104233265523,54.0,K_SS,301,22.80687397708674,26.0
0.14,0.0,fixed_time__001,fixed_time,0.0,2.01,14.474444444444444,108.98181818181818,42.78892082053315,54.0,K_SS,302,24.334431630971995,26.0
0.14,0.0,fixed_time__001,fixed_time,0.0,2.03,16.04222222222222,107.56485355648536,45.55760593634056,54.0,K_SS,303,26.683774834437084,27.0
0.14,0.0,fixed_time__001,fixed_time,0.0,2.06,13.625555555555556,130.49333333333334,46.35390946502058,54.0,K_SS,304,22.558823529411764,25.0
0.14,0.0,fixed_time__001,fixed_time,0.0,1.27,13.293333333333333,60.14427860696517,29.95255364158356,54.0,K_SS,305,22.28735632183908,26.0
0.14,0.0,fixed_time__001,fixed_time,0.0,0.71,4.593333333333334,26.06875,15.038166835333238,54.0,K_XX,301,11.71882640586797,25.0
