backend,group,scenario,controller,seed,person_delay_s,max_norm_wait,ped_mean_wait_s,veh_mean_wait_s,starvation_violations,ped_service_ratio,veh_service_ratio,jain
surrogate,nominal,C_HH,equal_bargaining,1004,12.412628634229195,0.82,11.029411764705882,12.766721044045678,0,0.9877450980392157,0.9959216965742251,0.9999830097204927
surrogate,nominal,C_HH,equal_bargaining,1029,12.398428615734518,0.63,11.728643216080402,12.571912013536378,0,1.0,0.9966159052453468,0.9999971272705337
surrogate,nominal,C_HH,equal_bargaining,1015,12.600258131130614,0.7,10.834757834757834,12.990983606557377,0,0.9971509971509972,0.9967213114754099,0.9999999535584135
surrogate,nominal,C_HH,equal_bargaining,1022,12.795054401582593,0.68,12.5234375,12.85873015873016,0,1.0,0.9944444444444445,0.9999922409646034
surrogate,nominal,C_HH,equal_bargaining,1012,11.579748346347042,0.72,11.7725,11.531880548829701,0,0.9975,0.9975786924939467,0.9999999984442258
surrogate,nominal,C_HH,equal_bargaining,1017,12.219378427787934,0.63,12.386243386243386,12.179738562091503,0,0.9920634920634921,0.9983660130718954,0.999989973931948
surrogate,nominal,C_HH,equal_bargaining,1026,12.051953242082126,0.51,11.275949367088607,12.242718446601941,0,1.0,0.9967637540453075,0.9999973731907852
surrogate,nominal,C_HH,equal_bargaining,1024,12.121813448597672,0.53,11.804568527918782,12.197941409342835,0,0.9949238578680203,0.997624703087886,0.9999981626970782
surrogate,nominal,C_HH,equal_bargaining,1001,12.456989509636498,0.55,11.392111368909513,12.740562248995984,0,0.9953596287703016,0.9943775100401606,0.9999997563668002
surrogate,nominal,C_HH,equal_bargaining,1027,11.928076256499134,0.53,11.104060913705585,12.135157545605306,0,0.9847715736040609,0.9966832504145937,0.9999638621959966
surrogate,nominal,C_HH,equal_bargaining,1011,12.149063291139239,0.64,10.14698795180723,12.681666666666667,0,0.9975903614457832,0.9975,0.9999999979486434
surrogate,nominal,C_HH,equal_bargaining,1013,12.058199177289117,0.66,10.863325740318906,12.401019541206457,0,1.0,0.9949022939677146,0.9999934701458697
surrogate,nominal,C_HH,equal_bargaining,1030,12.66993562663448,0.64,11.443271767810026,12.95880452342488,0,1.0,0.9959612277867528,0.9999959055767028
surrogate,nominal,C_HH,equal_bargaining,1016,12.673683693998724,0.69,12.359413202933986,12.752593774940143,0,0.9975550122249389,0.9976057462090981,0.9999999993533906
surrogate,nominal,C_HH,equal_bargaining,1005,12.17191874968182,0.51,10.43131868131868,12.56783103168156,0,1.0,0.9967506092607636,0.999997351773815
surrogate,nominal,C_HH,equal_bargaining,1020,12.160303045506998,0.47,9.5669099756691,12.834018077239113,0,1.0,0.9975349219391948,0.9999984770980934
surrogate,nominal,C_HH,equal_bargaining,1025,12.733423207509487,0.67,11.95843520782396,12.932300163132137,0,1.0,0.9967373572593801,0.9999973300938473
