backend,group,scenario,controller,seed,person_delay_s,max_norm_wait,ped_mean_wait_s,veh_mean_wait_s,starvation_violations,ped_service_ratio,veh_service_ratio,jain
surrogate,nominal,C_LL,fixed_time,1016,11.412292358803988,0.29,10.214876033057852,11.713513513513513,0,1.0,0.9972972972972973,0.9999981689073137
surrogate,nominal,C_LL,fixed_time,1005,11.219080627508209,0.29,9.12280701754386,11.769461077844312,0,1.0,1.0,1.0
surrogate,nominal,C_LL,fixed_time,1020,11.948448275862068,0.29,10.16161616161616,12.316216216216215,0,0.98989898989899,0.9972972972972973,0.9999861395544619
surrogate,nominal,C_LL,fixed_time,1025,12.48793248945148,0.29,10.58095238095238,12.898666666666667,0,0.9904761904761905,0.9946666666666667,0.9999955440399472
surrogate,nominal,C_LL,fixed_time,1014,11.024965325936202,0.29,8.594059405940595,11.540983606557377,0,1.0,0.9890710382513661,0.9999698113207547
surrogate,nominal,C_LL,fixed_time,1018,11.047374933710447,0.29,8.968,11.63716814159292,0,1.0,1.0,1.0
surrogate,nominal,C_LL,fixed_time,1003,11.750089766606823,0.29,9.92156862745098,12.16,0,1.0,0.9971428571428571,0.9999979533444397
surrogate,nominal,C_LL,fixed_time,1021,12.733016543470608,0.29,11.583333333333334,13.002824858757062,0,1.0,0.9943502824858758,0.9999919749618811
surrogate,nominal,C_LL,fixed_time,1008,11.366182204891881,0.29,10.836538461538462,11.485875706214689,0,1.0,0.9971751412429378,0.9999979993998198
surrogate,nominal,C_LL,fixed_time,1002,12.110273492286113,0.29,9.961904761904762,12.594972067039107,0,0.9904761904761905,0.9972067039106145,0.9999885343887956
surrogate,nominal,C_LL,fixed_time,1010,12.0942876806607,0.29,10.38888888888889,12.483516483516484,0,0.9814814814814815,1.0,0.9999126637554583
surrogate,nominal,C_LL,fixed_time,1023,12.173419159409313,0.29,10.158878504672897,12.685185185185185,0,0.9906542056074766,1.0,0.9999779590037469
surrogate,nominal,C_LL,fixed_time,1009,11.676635187128369,0.29,8.908256880733944,12.32865168539326,0,1.0,0.9943820224719101,0.9999920651294176
surrogate,nominal,C_LL,fixed_time,1028,12.265803882528623,0.29,8.933823529411764,13.236768802228413,0,0.9926470588235294,1.0,0.999986383813077
surrogate,nominal,C_LL,fixed_time,1007,12.431889626266155,0.29,9.956521739130435,13.053977272727273,0,1.0,0.9971590909090909,0.9999979765686651
surrogate,nominal,C_LL,efpb,1006,7.458107398985483,0.34,6.687022900763359,7.687315634218289,0,1.0,0.9970501474926253,0.9999978181659505
surrogate,nominal,C_LL,efpb,1019,7.744182007641544,0.51,7.283185840707965,7.856741573033708,0,0.9911504424778761,1.0,0.999980247303757
surrogate,nominal,C_LL,efpb,1004,8.449429037520392,0.43,8.943396226415095,8.346153846153847,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1029,7.0338604331385355,0.34,6.7075471698113205,7.10655737704918,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1015,7.44738675958188,0.36,7.860215053763441,7.367567567567567,0,1.0,0.9972972972972973,0.9999981689073137
surrogate,nominal,C_LL,efpb,1022,7.676960444136015,0.53,9.056451612903226,7.2988505747126435,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1012,7.989843489843488,0.4,7.923076923076923,8.008287292817679,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1017,6.940161320577753,0.35,6.5,7.051987767584098,0,1.0,0.9938837920489296,0.999990590626382
surrogate,nominal,C_LL,efpb,1026,8.399300932090545,0.42,8.12,8.472677595628415,0,1.0,0.9972677595628415,0.9999981286094445
surrogate,nominal,C_LL,efpb,1024,7.535862691960253,0.39,7.3238095238095235,7.585507246376811,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1001,7.388566694283347,0.41,7.194174757281553,7.428571428571429,0,1.0,1.0,1.0
surrogate,nominal,C_LL,efpb,1027,7.239494301994302,0.37,7.730769230769231,7.127840909090909,0,1.0,0.9914772727272727,0.9999816853543884
surrogate,nominal,C_LL,efpb,1011,7.459996387935705,0.42,8.13,7.312320916905444,0,1.0,0.994269340974212,0.9999917427026134
surrogate,nominal,C_LL,efpb,1013,8.224345364472752,0.39,7.906779661016949,8.30813953488372,0,1.0,1.0,1.0
