backend,group,scenario,controller,seed,person_delay_s,max_norm_wait,ped_mean_wait_s,veh_mean_wait_s,collisions,emergency_stops,ped_unserved,veh_unfinished
SUMO,nominal,C_MM,equal_bargaining,4005,8.252340823970037,0.46,5.7740585774058575,8.820448877805486,0,0,0,10
SUMO,nominal,C_MM,equal_bargaining,4008,8.296996834710106,0.4,6.346456692913386,8.772784019975031,0,0,0,11
SUMO,nominal,C_MH,equal_bargaining,4007,8.852382755449776,0.51,6.47808764940239,9.225386493083809,0,0,2,5
SUMO,stress,T_SH,efficiency,4008,9.694570607108629,0.41,10.564617314930992,9.261962692619626,0,0,2,6
SUMO,nominal,C_LM,equal_bargaining,4003,6.421995327507139,0.38,6.846153846153846,6.374217772215269,0,0,0,2
SUMO,nominal,C_LH,efficiency,4005,6.918810003555767,0.8,14.351648351648352,6.495114006514658,0,0,0,3
SUMO,stress,T_SH,efpb,4009,9.458931386376836,0.48,9.867737948084054,9.252435064935066,0,0,2,9
SUMO,nominal,C_HH,efpb,4003,8.621146245059288,0.43,11.221176470588235,7.930081300813008,0,0,0,5
SUMO,nominal,C_HM,equal_bargaining,4007,8.114625593068832,0.39,6.990314769975787,8.560549313358303,0,0,2,7
SUMO,nominal,C_MH,efficiency,4003,7.624986709197236,0.58,11.067375886524824,7.017886178861788,0,0,0,7
SUMO,nominal,C_MM,fixed_time,4007,8.587084756286867,0.27,12.111553784860558,7.734335839598997,0,0,1,11
SUMO,nominal,C_ML,equal_bargaining,4010,5.010947893569845,0.39,4.860557768924303,5.0911602209944755,0,0,0,0
SUMO,nominal,C_HM,fixed_time,4009,8.336243016759777,0.27,10.604591836734693,7.48125,0,0,1,9
SUMO,stress,T_OO,fixed_time,4001,90.9203692871131,3.71,166.84460694698356,61.65185524507558,0,0,119,64
SUMO,nominal,C_HM,fixed_time,4003,8.88620218579235,0.27,12.29245283018868,7.4975,0,0,0,10
SUMO,nominal,C_HL,equal_bargaining,4005,4.522051996285979,0.39,5.130434782608695,4.016574585635359,0,0,0,1
SUMO,stress,T_OO,efficiency,4002,59.77807881773399,0.91,58.24087591240876,60.34649122807018,0,0,16,67
SUMO,nominal,C_HH,efpb,4006,9.046257062146893,0.55,11.632124352331607,8.42100977198697,0,0,2,4
SUMO,nominal,C_LH,fixed_time,4001,8.318980667838314,0.27,11.175925925925926,8.126016260162602,0,0,0,5
SUMO,nominal,C_LH,efficiency,4003,7.365209790209789,0.76,14.367521367521368,6.852845528455284,0,0,1,5
SUMO,nominal,C_MH,efpb,4005,7.761440931599282,0.47,10.983333333333333,7.2774613506916195,0,0,0,4
SUMO,nominal,C_MH,efpb,4009,8.236450010796805,0.54,13.01171875,7.470684039087948,0,0,1,3
SUMO,nominal,C_LL,fixed_time,4006,7.932200480604188,0.27,11.1875,7.157458563535911,0,0,0,0
SUMO,stress,T_SS,equal_bargaining,4006,183.7651297210272,16.29,700.1973203410475,40.906263688129656,0,0,297,38
SUMO,stress,T_SH,efficiency,4006,9.87271897810219,0.45,10.768277571251549,9.42220421393841,0,0,1,5
SUMO,stress,T_SH,equal_bargaining,4004,9.134040747028864,0.46,8.101717305151915,9.622764227642277,0,0,6,9
SUMO,stress,T_HS,efficiency,4005,24.99797430258132,1.07,40.00753768844221,23.04421768707483,0,0,0,42
SUMO,stress,T_SH,efficiency,4003,9.204929779306392,0.53,9.293349168646081,9.158407798537775,0,0,2,10
SUMO,nominal,C_MM,efpb,4010,6.853792569659443,0.35,7.968253968253968,6.58375,0,0,1,10
SUMO,nominal,C_HH,equal_bargaining,4010,9.076156120046095,0.54,6.575063613231552,9.689375506893755,0,0,1,6
SUMO,nominal,C_HL,efpb,4001,4.957620996869733,0.45,4.663888888888889,5.18232044198895,0,0,0,1
SUMO,nominal,C_LL,efpb,4005,4.11541205850874,0.35,5.7444444444444445,3.803867403314917,0,0,0,0
SUMO,nominal,C_LH,efficiency,4009,6.566062329659913,0.7,13.840425531914894,6.137030995106036,0,0,0,4
SUMO,stress,T_OO,fixed_time,4002,113.59715474499838,4.61,264.2357207615594,56.513175524787854,0,0,128,70
SUMO,stress,T_HS,fixed_time,4008,38.45031498306373,0.38,11.593264248704664,42.188935771214254,0,0,0,51
SUMO,stress,T_SS,efpb,4005,33.61648686030429,0.56,26.778489116517285,35.50091743119266,0,0,1,41
SUMO,stress,T_SS,efficiency,4005,31.477853838036744,0.87,31.96923076923077,31.346411056620596,0,0,2,42
SUMO,nominal,C_MH,fixed_time,4001,8.485054347826088,0.27,10.867219917012449,8.126016260162602,0,0,0,5
SUMO,nominal,C_MM,equal_bargaining,4006,7.85917672547199,0.49,5.247058823529412,8.50125313283208,0,0,1,6
SUMO,nominal,C_LL,equal_bargaining,4005,4.138601498394578,0.3,5.022222222222222,3.9696132596685083,0,0,0,0
SUMO,stress,T_OO,equal_bargaining,4001,407.28673290719996,35.97,1731.8024231127679,19.752215526409074,0,0,1073,39
SUMO,nominal,C_MH,fixed_time,4009,8.672183288409704,0.27,10.5703125,8.36829268292683,0,0,1,5
SUMO,stress,T_SS,efpb,4004,33.73067676237322,0.63,28.153947368421054,35.21327876307412,0,0,0,39
SUMO,nominal,C_HM,equal_bargaining,4002,7.981657750295283,0.37,7.535175879396985,8.152309612983771,0,0,0,10
SUMO,stress,T_HS,efpb,4009,24.11294942999123,0.57,27.57908163265306,23.664377682403433,0,0,3,38
SUMO,stress,T_SS,fixed_time,4002,33.94514355869304,0.54,16.0,39.085394307046194,0,0,1,47
SUMO,stress,T_HS,fixed_time,4004,42.973333764302794,0.37,10.067415730337078,47.25213675213675,0,0,1,50
SUMO,nominal,C_HH,fixed_time,4005,8.919444863478654,0.27,11.62915601023018,8.256305939788446,0,0,0,4
SUMO,stress,T_SS,equal_bargaining,4002,320.91590678824724,31.24,1502.9052369077306,19.59504132231405,0,0,578,90
SUMO,nominal,C_MH,efpb,4006,8.062557348734279,0.54,12.568627450980392,7.3433685923515055,0,0,1,4
SUMO,stress,T_HS,efpb,4002,28.29917657822507,0.56,25.93954659949622,28.612342459800086,0,0,2,43
SUMO,stress,T_OO,efpb,4008,57.43284652831156,0.57,27.312559923298178,68.41727272727273,0,0,6,82
SUMO,nominal,C_HL,equal_bargaining,4008,4.469413962176045,0.46,4.479274611398964,4.461325966850829,0,0,0,0
SUMO,stress,T_SS,efpb,4002,34.28338690623369,0.57,27.98379052369077,36.06367384333486,0,0,9,41
SUMO,nominal,C_LH,efpb,4008,6.919822606057069,0.51,14.982758620689655,6.334418226200163,0,0,0,4
SUMO,stress,T_SH,efficiency,4004,9.47828675938922,0.43,9.687830687830688,9.378973105134474,0,0,4,4
SUMO,stress,T_OO,efpb,4005,56.92525766701106,0.57,28.25374531835206,67.48319139399372,0,0,3,83
SUMO,nominal,C_MM,fixed_time,4003,8.336411809235427,0.27,11.441281138790035,7.4975,0,0,0,10
SUMO,nominal,C_LM,efficiency,4002,5.220809248554914,0.35,8.714285714285714,4.913207547169812,0,0,1,1
SUMO,nominal,C_MH,equal_bargaining,4002,8.681654676258994,0.41,6.074688796680498,9.075856443719413,0,0,1,4
SUMO,nominal,C_HH,efpb,4009,8.652082076041038,0.42,11.732142857142858,7.8957654723127035,0,0,1,4
SUMO,stress,T_HS,equal_bargaining,4008,77.78798507700647,10.5,310.1057934508816,44.116279069767444,0,0,49,86
SUMO,stress,T_OO,fixed_time,4009,87.83296312749889,4.04,181.37777777777777,53.83727034120735,0,0,105,66
SUMO,nominal,C_HL,fixed_time,4004,8.451609000725865,0.27,10.067415730337078,7.2292817679558015,0,0,1,0
SUMO,nominal,C_ML,efficiency,4004,4.653020326367019,0.47,4.951754385964913,4.50828729281768,0,0,0,0
SUMO,nominal,C_MM,fixed_time,4008,8.418435883579093,0.27,11.413385826771654,7.687890137328339,0,0,0,10
SUMO,nominal,C_MH,fixed_time,4006,8.768608414239484,0.27,11.854901960784314,8.276422764227643,0,0,1,5
SUMO,stress,T_SS,fixed_time,4006,39.217999887570976,0.57,17.582403965303595,45.56521739130435,0,0,2,51
SUMO,stress,T_OO,equal_bargaining,4010,2024.0381927109338,40.38,1819.759633027523,4015.6627906976746,0,0,1090,86
SUMO,nominal,C_HH,equal_bargaining,4007,9.033720177317328,0.43,6.314634146341463,9.731489015459724,0,0,0,6
SUMO,stress,T_OO,fixed_time,4004,100.89113414361346,4.09,228.49112978524744,54.60193747247909,0,0,96,63
SUMO,stress,T_SH,fixed_time,4004,9.70949957591179,0.37,12.95125164690382,8.170731707317072,0,0,3,5
SUMO,nominal,C_MM,fixed_time,4004,7.931396542196258,0.27,10.087719298245615,7.458072590738423,0,0,1,9
SUMO,nominal,C_MH,efficiency,4002,8.162179800946321,0.69,12.883817427385893,7.449959316517494,0,0,2,5
SUMO,stress,T_SS,efficiency,4009,32.28221156436924,0.82,33.47975460122699,31.94524236983842,0,0,10,44
SUMO,stress,T_OO,efpb,4009,449.6257785898182,40.41,33.45176252319109,4007.40206185567,0,0,15,97
SUMO,nominal,C_MM,efficiency,4007,6.920214003256571,0.33,7.53784860557769,6.7709637046307884,0,0,0,6
SUMO,nominal,C_LL,efficiency,4006,4.026433230346722,0.35,5.669642857142857,3.6353591160220993,0,0,0,0
SUMO,nominal,C_HL,fixed_time,4010,9.712930835068239,0.27,12.616751269035532,7.281767955801105,0,0,1,0
SUMO,nominal,C_MH,equal_bargaining,4001,8.1891803635572,0.47,5.871369294605809,8.539087947882736,0,0,0,6
SUMO,nominal,C_MM,efficiency,4001,6.989048811013766,0.4,8.614107883817427,6.611528822055138,0,0,1,10
SUMO,stress,T_SS,efficiency,4002,33.31726572183004,0.93,32.64463840399002,33.502680965147455,0,0,6,39
SUMO,nominal,C_MM,efficiency,4004,6.752310244056552,0.4,8.756521739130434,6.307402760351318,0,0,0,5
SUMO,nominal,C_HM,efficiency,4008,7.860869565217391,0.43,8.186528497409327,7.74,0,0,0,10
SUMO,stress,T_SH,fixed_time,4009,10.975041528239203,0.56,16.127317676143388,8.36829268292683,0,0,6,5
SUMO,nominal,C_HL,efpb,4005,4.712395543175487,0.41,4.68542199488491,4.734806629834254,0,0,0,3
SUMO,nominal,C_ML,equal_bargaining,4005,4.921535421958792,0.31,4.995798319327731,4.883977900552487,0,0,0,1
SUMO,nominal,C_LL,efpb,4003,3.9743022464261406,0.45,4.837606837606837,3.7596685082872927,0,0,0,0
SUMO,nominal,C_HL,efpb,4008,4.382792435208966,0.37,4.16580310880829,4.560773480662983,0,0,0,1
SUMO,nominal,C_HL,efpb,4010,4.797240899605843,0.31,4.895408163265306,4.7154696132596685,0,0,0,0
SUMO,nominal,C_LH,efficiency,4004,6.99863135971437,0.62,16.147727272727273,6.493061224489796,0,0,0,4
SUMO,nominal,C_ML,efpb,4004,4.627111365588319,0.35,5.368421052631579,4.267955801104972,0,0,0,0
SUMO,nominal,C_HL,efficiency,4006,4.906732117812062,0.52,4.34025974025974,5.370165745856354,0,0,0,3
SUMO,nominal,C_HL,efficiency,4005,5.223305478180129,0.41,4.567774936061381,5.767955801104972,0,0,0,1
SUMO,nominal,C_MH,fixed_time,4002,8.452391304347826,0.27,10.817427385892117,8.095934959349593,0,0,0,5
SUMO,nominal,C_LM,fixed_time,4009,7.66005291005291,0.26,9.638297872340425,7.48125,0,0,0,9
SUMO,stress,T_HS,efpb,4007,25.97856433619532,0.57,28.473557692307693,25.633535004321523,0,0,7,33
SUMO,nominal,C_LL,efficiency,4004,4.023630504833512,0.37,5.568181818181818,3.734806629834254,0,0,0,0
SUMO,stress,T_HS,equal_bargaining,4007,50.568562744246634,5.9,215.7852028639618,27.76316916488223,0,0,41,31
SUMO,nominal,C_LM,fixed_time,4007,8.003831417624522,0.27,10.522522522522523,7.734335839598997,0,0,1,11
SUMO,nominal,C_HL,fixed_time,4007,9.709494674824382,0.27,12.368932038834952,7.3812154696132595,0,0,2,0
SUMO,stress,T_SS,equal_bargaining,4004,283.22166407425345,31.28,1371.967277486911,19.801564429806504,0,0,655,14
SUMO,nominal,C_MM,fixed_time,4010,8.401549186676995,0.27,11.9402390438247,7.5475,0,0,1,9
SUMO,stress,T_SS,efpb,4006,33.522060838585915,0.57,26.56441717791411,35.522935779816514,0,0,6,39
SUMO,stress,T_OO,efficiency,4005,60.50282936557397,0.88,58.62129629629629,61.1960088691796,0,0,17,78
SUMO,nominal,C_LL,fixed_time,4003,8.078114363512595,0.27,11.025641025641026,7.345303867403315,0,0,0,0
SUMO,nominal,C_MH,fixed_time,4010,8.78561011181332,0.27,11.9402390438247,8.290820471161657,0,0,1,5
SUMO,nominal,C_MM,efficiency,4009,7.162722577661296,0.36,7.9921875,6.9588014981273405,0,0,1,10
SUMO,stress,T_SH,fixed_time,4005,10.300164162141686,0.39,14.497429305912597,8.256305939788446,0,0,0,4
SUMO,stress,T_HS,efpb,4010,26.51598841461631,0.57,26.05852417302799,26.575418994413408,0,0,4,38
SUMO,nominal,C_LL,equal_bargaining,4001,3.9192879363982027,0.44,3.435185185185185,4.030386740331492,0,0,0,0
SUMO,nominal,C_ML,equal_bargaining,4007,4.676552106430155,0.35,4.059760956175299,5.005524861878453,0,0,0,0
SUMO,stress,T_SS,fixed_time,4010,33.71956026872467,0.46,16.442028985507246,38.876288659793815,0,0,1,39
SUMO,nominal,C_HH,fixed_time,4008,8.883349296768666,0.27,11.593264248704664,8.228641171684297,0,0,0,5
SUMO,nominal,C_HM,equal_bargaining,4010,7.9694347522679685,0.37,7.577608142493639,8.1175,0,0,0,8
SUMO,nominal,C_MM,efpb,4007,6.458786091276001,0.28,6.972111553784861,6.334586466165414,0,0,0,5
SUMO,nominal,C_HM,efficiency,4003,8.011690708962877,0.46,8.47877358490566,7.821026282853567,0,0,2,9
SUMO,stress,T_OO,equal_bargaining,4008,418.82540119405513,35.99,1840.1170212765958,20.490838618745595,0,0,1034,39
SUMO,nominal,C_LM,efficiency,4006,5.518901538194143,0.32,8.741071428571429,5.171464330413016,0,0,0,10
SUMO,nominal,C_LL,fixed_time,4001,7.889561009332872,0.27,11.175925925925926,7.1353591160221,0,0,0,0
SUMO,nominal,C_LL,equal_bargaining,4003,4.059223961878828,0.43,4.452991452991453,3.9613259668508287,0,0,0,0
SUMO,nominal,C_HL,efficiency,4004,4.889910476651343,0.46,4.379213483146067,5.276243093922652,0,0,0,3
SUMO,stress,T_SH,efpb,4007,9.285018818523975,0.43,9.930424528301886,8.942182410423452,0,0,4,5
SUMO,nominal,C_LM,efpb,4005,5.610510457284651,0.37,8.813186813186814,5.329573934837093,0,0,0,5
SUMO,stress,T_HS,fixed_time,4009,36.58949577160298,0.58,10.604591836734693,40.288951841359776,0,0,1,39
SUMO,stress,T_SH,fixed_time,4001,11.996468633153302,0.72,19.655940594059405,8.126016260162602,0,0,9,5
SUMO,nominal,C_HH,equal_bargaining,4005,8.845123609083126,0.54,5.9923273657289,9.54441727791361,0,0,0,10
SUMO,nominal,C_LL,efficiency,4005,4.293257224402426,0.31,5.711111111111111,4.0220994475138125,0,0,0,0
SUMO,nominal,C_MM,efpb,4008,7.232506165228114,0.37,8.443137254901961,6.93640897755611,0,0,0,10
SUMO,nominal,C_HH,fixed_time,4001,8.733792751403778,0.27,11.433333333333334,8.126016260162602,0,0,0,5
SUMO,nominal,C_HL,efpb,4003,5.104851330203443,0.39,4.804245283018868,5.375690607734807,0,0,0,0
SUMO,nominal,C_MM,efficiency,4006,7.123580752297829,0.4,8.3359375,6.824780976220275,0,0,0,10
SUMO,stress,T_SH,fixed_time,4008,11.353929063792457,0.7,17.626884422110553,8.228641171684297,0,0,5,5
SUMO,nominal,C_LH,efficiency,4007,6.990160477919644,0.7,15.35135135135135,6.408794788273616,0,0,1,5
SUMO,nominal,C_HL,equal_bargaining,4003,5.341493404873686,0.39,5.5825471698113205,5.124309392265193,0,0,0,0
SUMO,nominal,C_LL,efpb,4010,4.064516129032259,0.35,5.283018867924528,3.7900552486187844,0,0,0,0
SUMO,nominal,C_MM,fixed_time,4001,8.27224518443422,0.27,10.867219917012449,7.6716604244694135,0,0,0,10
SUMO,stress,T_HS,fixed_time,4006,41.43497672045412,0.37,11.924675324675325,45.56521739130435,0,0,1,51
SUMO,nominal,C_MM,efpb,4002,6.31680225281602,0.35,6.4937759336099585,6.275689223057644,0,0,1,9
SUMO,nominal,C_HL,efficiency,4010,4.9960584280083475,0.46,4.520408163265306,5.392265193370166,0,0,0,0
SUMO,nominal,C_MM,efficiency,4008,7.417573092648307,0.39,8.250980392156864,7.213483146067416,0,0,0,10
SUMO,nominal,C_MM,efpb,4003,7.02375189107413,0.34,8.411347517730496,6.6475,0,0,0,10
SUMO,nominal,C_LH,fixed_time,4003,8.410528154661387,0.27,11.025641025641026,8.219333874898457,0,0,0,5
SUMO,nominal,C_LL,fixed_time,4007,7.980742778541954,0.27,10.522522522522523,7.3812154696132595,0,0,1,0
SUMO,nominal,C_HM,efficiency,4009,7.735125698324023,0.38,7.63265306122449,7.77375,0,0,0,8
SUMO,nominal,C_HL,equal_bargaining,4002,4.6418856615952055,0.38,5.19647355163728,4.1740331491712706,0,0,0,0
SUMO,stress,T_OO,equal_bargaining,4009,1997.8550528541227,40.26,1789.9225746268658,4015.0823529411764,0,0,1072,85
SUMO,nominal,C_MM,fixed_time,4009,8.091435185185185,0.27,10.5703125,7.48125,0,0,1,9
SUMO,nominal,C_LM,fixed_time,4004,7.636194195438005,0.27,9.738636363636363,7.458072590738423,0,0,0,9
SUMO,stress,T_SS,efficiency,4008,32.457451720672516,0.76,31.872020075282308,32.61919783686345,0,0,13,42
SUMO,stress,T_OO,efpb,4001,59.33403430540424,0.64,29.250230840258542,70.7103949160236,0,0,10,81
SUMO,nominal,C_LM,efpb,4008,5.97012987012987,0.37,9.939130434782609,5.53125,0,0,0,10
SUMO,nominal,C_HL,efficiency,4002,4.6039649608114335,0.45,4.272040302267002,4.883977900552487,0,0,0,0
SUMO,nominal,C_HH,fixed_time,4004,8.51611253196931,0.27,10.067415730337078,8.170731707317072,0,0,1,5
SUMO,stress,T_SS,efpb,4009,32.834900929715666,0.57,27.79754601226994,34.26322930800543,0,0,18,33
SUMO,nominal,C_HH,fixed_time,4002,8.73867735470942,0.27,11.327455919395465,8.095934959349593,0,0,0,5
SUMO,nominal,C_LM,fixed_time,4010,7.867713787085516,0.27,11.00943396226415,7.5475,0,0,0,9
SUMO,nominal,C_LH,fixed_time,4008,8.38377999649676,0.27,10.539130434782608,8.228641171684297,0,0,0,5
SUMO,nominal,C_HL,efpb,4002,4.703434762563393,0.38,4.7808564231738035,4.638121546961326,0,0,0,0
SUMO,nominal,C_HH,efficiency,4001,8.462348550687592,0.43,11.448753462603879,7.786471067644662,0,0,0,2
SUMO,nominal,C_MH,efpb,4004,8.195740476451862,0.54,13.600877192982455,7.422512234910277,0,0,0,3
SUMO,nominal,C_LM,fixed_time,4006,8.00295138888889,0.27,11.1875,7.66,0,0,0,9
SUMO,stress,T_SS,efpb,4003,34.439469365426696,0.59,27.755896226415093,36.45787037037037,0,0,9,41
SUMO,nominal,C_HM,fixed_time,4005,8.658211041229908,0.27,11.62915601023018,7.54125,0,0,0,10
